Property ID,Open,Parcel Number,Address,Address,Description,Project Area,City,latitude,longitude
436,Open,5055-021-027,"1119 W 25TH ST , Los Angeles, CA",1119 W 25TH ST,"OBRIEN, ADRIENNE AND as owner per Assessor - location of CRA's Central Maintenenace facility site, keep in Risk Management list.",Exposition/University Park,", Los Angeles, CA",34.0338287,-118.2843628
85,Open,5032-004-900,"3800 W Martin Luther King Jr Blvd , Los Angeles, CA",3800 W Martin Luther King Jr Blvd,"Operating Church, with share of parking lot.  Parking Lot area is estimated at 26347",Exposition/University Park,", Los Angeles, CA",34.0133209,-118.340477
424,Open,2416-010-051,"5250 HARMONY AVE , Los Angeles, CA",5250 HARMONY AVE,OPUS AT ECHO LP as owner per Assessor - CRA has groundlease for 55 years only. Property not available for sale/lease.,Exposition/University Park,", Los Angeles, CA",34.1664848,-118.3661346
100,Open,5059-003-900,"4347 W Adams Blvd , Los Angeles, CA",4347 W Adams Blvd,"Parcel of land that includes a vacant, partially demolished I story improvement.",Exposition/University Park,", Los Angeles, CA",34.0329094,-118.3341141
43,Open,2111-029-903,"7330 N Canoga Ave , Los Angeles, CA",7330 N Canoga Ave,"Parcel to be developed, improved, lighted paved parking lot for customers/employees of the surrounding businesses.",Exposition/University Park,", Los Angeles, CA",34.2033986,-118.597514
168,Open,5149-010-939,"361 S Hill St , Los Angeles, CA",361 S Hill St,Park and Plaza  Parcel Y-1,Exposition/University Park,", Los Angeles, CA",34.0508084,-118.2500017
242,Open,2125-036-903,"18210 W Sherman Way , Los Angeles, CA",18210 W Sherman Way,Parking Lot,Exposition/University Park,", Los Angeles, CA",34.200717,-118.529815
96,Open,5053-012-904,"2611 S Harvard Blvd , Los Angeles, CA",2611 S Harvard Blvd,Parking lot,Exposition/University Park,", Los Angeles, CA",34.0320598,-118.3067163
48,Open,2350-018-937,"5220 Lankershim Blvd. , Los Angeles, CA",5220 Lankershim Blvd.,Parking lot,Exposition/University Park,", Los Angeles, CA",34.1661224,-118.3744659
153,Open,5147-026-900,"600 S San Pedro St , Los Angeles, CA",600 S San Pedro St,Parking lot,Exposition/University Park,", Los Angeles, CA",34.0416374,-118.2451935
78,Open,5019-025-912,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Parking lot,Exposition/University Park,", Los Angeles, CA",34.0108109,-118.2847595
78,Open,5019-025-911,"601 W 40Th Pl , Los Angeles, CA",601 W 40Th Pl,Parking lot,Exposition/University Park,", Los Angeles, CA",34.0108109,-118.2847595
263,Open,6032-012-905,"927 W 85Th St , Los Angeles, CA",927 W 85Th St,Parking lot,Exposition/University Park,", Los Angeles, CA",33.9612783,-118.2900913
143,Open,5144-010-021,"712 S Figueroa St , Los Angeles, CA",712 S Figueroa St,Parking lot (Commercial),Exposition/University Park,", Los Angeles, CA",34.0487785,-118.2598724
217,Open,6006-029-901,"5879 Crocker St , Los Angeles, CA",5879 Crocker St,"Parking lot that was purchased along with main property 6006-030-038 & 050, Two industrial buildings.",Los Angeles Harbor,", Los Angeles, CA",33.9876022,-118.2688141
217,Open,6006-029-900,"5879 Crocker St , Los Angeles, CA",5879 Crocker St,"Parking lot that was purchased along with main property 6006-030-038 & 050, Two industrial buildings.",Monterey Hills,", Los Angeles, CA",33.9876022,-118.2688141
241,Open,2125-036-901,"18128 Sherman Way , Los Angeles, CA",18128 Sherman Way,Parking Lot to 18128 Sherman Way,Monterey Hills,", Los Angeles, CA",34.2007179,-118.5285797
230,Open,6032-012-904,"942 W 84Th St , Los Angeles, CA",942 W 84Th St,"Parking lot used by ICO Vermont
Used as construction staging.",Westlake,", Los Angeles, CA",33.962386,-118.2904494
176,Open,5151-014-913,"240 S Hope St , Los Angeles, CA",240 S Hope St,"Parking lot, Parcel M-2, airspace parking lot above 2nd Street Tunnel.",,", Los Angeles, CA",34.0543664,-118.2515446
,,5151-014-913,225 S. Grand Ave. ,225 S. Grand Ave.,,,,46.7288849,-117.182742
176,Open,5151-014-913,"237 S. Grand Ave. , Los Angeles, CA",237 S. Grand Ave.,"Parking lot, Parcel M-2, airspace parking lot above 2nd Street Tunnel.",Westlake,", Los Angeles, CA",33.741767,-118.2902174
370,Open,5137-020-904,"1554 W 11Th Pl , Los Angeles, CA",1554 W 11Th Pl,"Pascual Reyes Housing, ",Westlake,", Los Angeles, CA",34.0465625,-118.2747611
232,Open,5545-002-902,"1720 N Gower St , Los Angeles, CA",1720 N Gower St,Permanent supportive housing,Westlake,", Los Angeles, CA",34.1022835,-118.3220367
232,Open,5545-002-900,"1720 N Gower St , Los Angeles, CA",1720 N Gower St,Permanent supportive housing,Westlake,", Los Angeles, CA",34.1022835,-118.3220367
232,Open,5545-002-901,"1720 N Gower St , Los Angeles, CA",1720 N Gower St,Permanent supportive housing,Hollywood,", Los Angeles, CA",34.1022835,-118.3220367
383,Open,5114-032-900,"1221 East 40th Place , Los Angeles, CA",1221 East 40th Place,"Ralph Bunche Heritage Home, which is considered a Historical Museum",Western Slauson,", Los Angeles, CA",34.010479,-118.2537308
344,Open,5039-019-923,"3216 S Hoover St , Los Angeles, CA",3216 S Hoover St,Remnant Property,Hollywood,", Los Angeles, CA",34.0264177,-118.2839155
49,Open,2416-009-031,"5243 Harmony Ave , Los Angeles, CA",5243 Harmony Ave,Residential units and a building,Hollywood,", Los Angeles, CA",34.1663551,-118.366745
49,Open,2416-009-030,"5243 Harmony Ave , Los Angeles, CA",5243 Harmony Ave,Residential units and a building,Monterey Hills,", Los Angeles, CA",34.1663551,-118.366745
157,Open,5148-014-904,"312 E 5Th St , Los Angeles, CA",312 E 5Th St,San Julian Park,Monterey Hills,", Los Angeles, CA",34.0444145,-118.2453995
158,Open,5148-014-905,"511 San Julian St , Los Angeles, CA",511 San Julian St,San Julian Park,Monterey Hills,", Los Angeles, CA",34.0442886,-118.2453613
159,Open,5148-014-906,"513 San Julian St , Los Angeles, CA",513 San Julian St,San Julian Park,Westlake,", Los Angeles, CA",34.0442238,-118.2454071
53,Open,2785-013-900,"8431 Geyser Ave , Los Angeles, CA",8431 Geyser Ave,Single Family Residence deed restricted as care facility.  Board approved to transitional housing for blind.  In process.  ,Hollywood,", Los Angeles, CA",34.2235985,-118.5429916
30,Open,5135-022-900,"1316, 1318 S Union Ave , Los Angeles, CA","1316, 1318 S Union Ave","Single Family Residence, former Pico Union 1 Site Office.",,", Los Angeles, CA",34.043918,-118.276947
270,Open,6048-012-932,"10221 S Compton Ave , Los Angeles, CA",10221 S Compton Ave,Small piece of land dedicated for driveway,Crenshaw/Slauson,", Los Angeles, CA",33.943626,-118.246757
337,Open,5032-003-903,"4023 MARLTON AVE , Los Angeles, CA",4023 MARLTON AVE,Small retail strip center in Marlton Square.  141-142 Santa Barbara Plaza.,Central Industrial,", Los Angeles, CA",34.0116692,-118.3388672
421,Open,2350-018-090,"5250 N LANKERSHIM BLVD , Los Angeles, CA",5250 N LANKERSHIM BLVD,"SNYDER NOHO III LLC as owner per Assessor - tied to development on APN 2350015115, location of East Valley site office, keep in Risk Management list.",Central Industrial,", Los Angeles, CA",34.16666,-118.374855
421,Open,2350-018-092,"5250 N LANKERSHIM BLVD , Los Angeles, CA",5250 N LANKERSHIM BLVD,"SNYDER NOHO III LLC as owner per Assessor - tied to development on APN 2350015115, location of East Valley site office, keep in Risk Management list.",North Hollywood,", Los Angeles, CA",34.16666,-118.374855
421,Open,2350-018-091,"5250 N LANKERSHIM BLVD , Los Angeles, CA",5250 N LANKERSHIM BLVD,"SNYDER NOHO III LLC as owner per Assessor - tied to development on APN 2350015115, location of East Valley site office, keep in Risk Management list.",Council District 9,", Los Angeles, CA",34.16666,-118.374855
178,Open,5161-017-920,"364 E 1St St , Los Angeles, CA",364 E 1St St,Street,Council District 9,", Los Angeles, CA",34.0489922,-118.2393112
235,Open,5546-009-906,"1601 Vine St , Los Angeles, CA",1601 Vine St,"Surface parking lot with a  small shop, a burger stand, parking operations and 2 billboards.",Council District 9,", Los Angeles, CA",34.0999565,-118.3271332
235,Open,5546-009-907,"1601 Vine St , Los Angeles, CA",1601 Vine St,"Surface parking lot with a  small shop, a burger stand, parking operations and 2 billboards.",Council District 9,", Los Angeles, CA",34.0999565,-118.3271332
137,Open,5141-001-901,"619 S Westlake Ave , Los Angeles, CA",619 S Westlake Ave,There are eight (8) occupied rental housing units in the property.,CBD Amended,", Los Angeles, CA",34.0584526,-118.2743835
137,Open,5141-001-027,"619 S Westlake Ave , Los Angeles, CA",619 S Westlake Ave,There are eight (8) occupied rental housing units in the property.,CBD Amended,", Los Angeles, CA",34.0584526,-118.2743835
137,Open,5141-001-902,"619 S Westlake Ave , Los Angeles, CA",619 S Westlake Ave,There are eight (8) occupied rental housing units in the property.,CBD Amended,", Los Angeles, CA",34.0584526,-118.2743835
137,Open,5141-001-900,"619 S Westlake Ave , Los Angeles, CA",619 S Westlake Ave,There are eight (8) occupied rental housing units in the property.,Reseda/Canoga Park,", Los Angeles, CA",34.0584526,-118.2743835
137,Open,5141-001-903,"619 S Westlake Ave , Los Angeles, CA",619 S Westlake Ave,There are eight (8) occupied rental housing units in the property.,Reseda/Canoga Park,", Los Angeles, CA",34.0584526,-118.2743835
403,Open,2119-020-013,"7215, 7221 Canby Ave , Los Angeles, CA","7215, 7221 Canby Ave",To be developed to provide parking for the Reseda Parking Theatre,Reseda/Canoga Park,", Los Angeles, CA",34.201545,-118.534942
403,Open,2119-020-901,"7215, 7221 Canby Ave , Los Angeles, CA","7215, 7221 Canby Ave",To be developed to provide parking for the Reseda Parking Theatre,Reseda/Canoga Park,", Los Angeles, CA",34.201545,-118.534942
296,Open,6065-023-906,"10341 S Graham Ave , Los Angeles, CA",10341 S Graham Ave,Train station plus vacant land,Reseda/Canoga Park,", Los Angeles, CA",34.0534897,-118.2453232
404,Open,2125-036-902,"18210 Sherman Way , Los Angeles, CA",18210 Sherman Way,"Two-Story office building, built 1962, 50% occupied.",Reseda/Canoga Park,", Los Angeles, CA",34.2007179,-118.5298157
477,Open,5546-026-031,"6255 W SUNSET BLVD                       , Los Angeles, CA",6255 W SUNSET BLVD                      ,"USA SUNSET MEDIA 27 LLC ET AL as owner per Assessor - Hollywood site office, keep in Risk Management list.",Reseda/Canoga Park,", Los Angeles, CA",34.0985909,-118.3255768
82,Open,5032-003-900,"3700 W Martin Luther King Jr Blvd , Los Angeles, CA",3700 W Martin Luther King Jr Blvd,Vacant Commercial Lot used to be a swapmeet,Reseda/Canoga Park,", Los Angeles, CA",34.0121765,-118.3383255
83,Open,5032-003-901,"4013 Marlton Ave , Los Angeles, CA",4013 Marlton Ave,Vacant Commercial Lot used to be a swapmeet,City Center,", Los Angeles, CA",34.0118446,-118.3386917
204,Open,5302-009-923,"4604 N Armour Ave , Los Angeles, CA",4604 N Armour Ave,Vacant land,Los Angeles Harbor,", Los Angeles, CA",33.7435303,-118.2828369
194,Open,5301-003-910,"632 E Coleman Ave , Los Angeles, CA",632 E Coleman Ave,Vacant land,Exposition/University Park,", Los Angeles, CA",34.1024513,-118.1818619
197,Open,5301-017-902,"4650 N Armour Ave , Los Angeles, CA",4650 N Armour Ave,Vacant land (Slope),Council District 9,", Los Angeles, CA",33.7435303,-118.2828369
202,Open,5302-008-906,"5321 Hawley Ave , Los Angeles, CA",5321 Hawley Ave,Vacant land (Slope),Westlake,", Los Angeles, CA",34.0992775,-118.1874695
201,Open,5302-008-904,"5336 Monterey Rd , Los Angeles, CA",5336 Monterey Rd,Vacant land (Slope),Los Angeles Harbor,", Los Angeles, CA",34.099411,-118.1879349
203,Open,5302-008-907,"5348 N Monterey Road , Los Angeles, CA",5348 N Monterey Road,Vacant land (Slope),Reseda/Canoga Park,", Los Angeles, CA",34.0988083,-118.1261978
200,Open,5302-008-903,"5364 Monterey Rd , Los Angeles, CA",5364 Monterey Rd,Vacant land (Slope),Vermont Manchester,", Los Angeles, CA",34.1000557,-118.1876526
198,Open,5301-020-901,"617 E Redfield Ave , Los Angeles, CA",617 E Redfield Ave,Vacant land (Slope),CBD Amended,", Los Angeles, CA",33.8887787,-118.2701263
198,Open,5301-020-906,"617 E Redfield Ave , Los Angeles, CA",617 E Redfield Ave,Vacant land (Slope),Vermont Manchester,", Los Angeles, CA",33.8887787,-118.2701263
179,Open,5161-020-923,"252 S San Pedro St , Los Angeles, CA",252 S San Pedro St,Vacant land Old railroad right of way,Vermont Manchester,", Los Angeles, CA",34.04776,-118.2406311
264,Open,6032-013-905,"8500 S Vermont Ave , Los Angeles, CA",8500 S Vermont Ave,Vacant land/ Purchased through eminent domain.  Contact Legal (curt Holguin) for details of transfer.,Broadway/Manchester,", Los Angeles, CA",33.9610558,-118.2911606
18,Open,5078-012-900,"1035 South Berendo St , Los Angeles, CA",1035 South Berendo St,Vacant Lot,,", Los Angeles, CA",34.0516777,-118.294014
18,Open,5078-012-900,"1039 South Berendo St , Los Angeles, CA",1039 South Berendo St,Vacant Lot,Broadway/Manchester,", Los Angeles, CA",34.0515518,-118.294014
276,Open,6053-006-918,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Watts,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-900,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Watts,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-915,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Watts,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-923,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Bunker Hill,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-913,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Watts Corridors,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-917,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Watts Corridors,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-916,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Watts Corridors,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-901,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Los Angeles Harbor,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-902,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Los Angeles Harbor,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-922,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Los Angeles Harbor,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-925,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Los Angeles Harbor,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-924,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Los Angeles Harbor,", Los Angeles, CA",33.821125,-118.278884
276,Open,6053-006-914,"214, 226 W 94Th St , Los Angeles, CA","214, 226 W 94Th St",Vacant lot,Los Angeles Harbor,", Los Angeles, CA",33.821125,-118.278884
322,Open,7424-024-901,"613 N Pioneer Ave , Los Angeles, CA",613 N Pioneer Ave,Vacant lot,Los Angeles Harbor,", Los Angeles, CA",33.8391721,-117.9266828
25,Open,5134-014-901,"330 Venice Blvd , Los Angeles, CA",330 Venice Blvd,Vacant parcel,Los Angeles Harbor,", Los Angeles, CA",34.0360958,-118.2673066
323,Open,7424-025-900,"829 E E St , Los Angeles, CA",829 E E St,Vacant parcel,Los Angeles Harbor,", Los Angeles, CA",33.7761911,-118.2525069
219,Open,6007-003-902,"1040 E Slauson Ave , Los Angeles, CA",1040 E Slauson Ave,Vacant parcel of land.  Land acquired through eminent domain.,Los Angeles Harbor,", Los Angeles, CA",33.9892799,-118.2575943
219,Open,6007-003-901,"1040 E Slauson Ave , Los Angeles, CA",1040 E Slauson Ave,Vacant parcel of land.  Land acquired through eminent domain.,Los Angeles Harbor,", Los Angeles, CA",33.9892799,-118.2575943
219,Open,6007-003-903,"1040 E Slauson Ave , Los Angeles, CA",1040 E Slauson Ave,Vacant parcel of land.  Land acquired through eminent domain.,Los Angeles Harbor,", Los Angeles, CA",33.9892799,-118.2575943
219,Open,6007-003-900,"1040 E Slauson Ave , Los Angeles, CA",1040 E Slauson Ave,Vacant parcel of land.  Land acquired through eminent domain.,Los Angeles Harbor,", Los Angeles, CA",33.9892799,-118.2575943
150,Open,5147-007-901,"501 E 5Th St , Los Angeles, CA",501 E 5Th St,Vacant Parking Lot,Los Angeles Harbor,", Los Angeles, CA",34.0443115,-118.2434082
150,Open,5147-007-005,"501 E 5Th St , Los Angeles, CA",501 E 5Th St,Vacant Parking Lot,Los Angeles Harbor,", Los Angeles, CA",34.0443115,-118.2434082
206,Open,5309-003-041,"5127 Huntington Dr N , Los Angeles, CA",5127 Huntington Dr N,"Villa Guadalupe Apartments.
Loan 871551",Los Angeles Harbor,", Los Angeles, CA",34.0901756,-118.1698456
227,Open,6012-009-903,"6915 S Main St , Los Angeles, CA",6915 S Main St,"Was a vacated church, that was demolished by Agency.  Property is now vacant, with no improvements",Los Angeles Harbor,", Los Angeles, CA",33.9769287,-118.2742233
24,Open,5134-014-021,"1621 S Grand Ave , Los Angeles, CA",1621 S Grand Ave,Young  Apts. (Grand Ave),Los Angeles Harbor,", Los Angeles, CA",34.0352859,-118.267067
,,,,,,,,,
