City,Address,Case#,CD,Inspector,Area,Building Type,Approved Use,File Assigned To,Size,,,Abate Effective
Los Angeles,2452 S ROBERTSON BLVD,521773,10,ROBERT WOOD,II,*****,COMMERCIAL,Code: CNA,0,0,0,41592
Los Angeles,929 E ROBIDOUX ST,207880,15,ROBERT WOOD,III,V,SFD,Code: CNA,27,30,810,39315
Los Angeles,403 N ROBINWOOD DR,457818,11,ROBERT WOOD,II,V,SFD,Code: CNA,60,40,2400,41005
Los Angeles,6075 W RODGERTON DR,407275,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,40605
Los Angeles,17525 W ROMAR ST,677515,12,RICHARD SIMONS,I,V,SFD,Code: CNA,40,50,2000,42107
Los Angeles,14665 W ROSCOE BLVD,99399,6,ROBERT WOOD,I,III,RETAIL,Code: CNA,325,325,105625,37204
Los Angeles,14665 W ROSCOE BLVD,99400,6,ROBERT WOOD,I,III,AUTO REPAIR,Code: CNA,0,0,0,37204
Los Angeles,15336 W ROSCOE BLVD,405327,6,RICHARD SIMONS,I,V,COMMERCIAL,Code: CNA,90,120,10800,40583
Los Angeles,17214 W ROSCOE BLVD,691682,6,RICHARD SIMONS,I,V,SFD,Code: CNA,40,40,1600,42228
Los Angeles,19418 W ROSCOE BLVD,227196,3,RICHARD SIMONS,I,V,SFD,Code: CNA,20,40,800,39587
Los Angeles,6238 E ROY ST,369439,14,JEFFREY CORPUZ,I,*****,SFD,Code: CNA,0,0,0,40247
Los Angeles,12821 W RUBENS AVE,218011,11,ROBERT WOOD,II,V,SFD,Code: CNA,0,0,0,39513
Los Angeles,10636 S RUTHELEN ST,203824,8,JOHN STEPHENS,III,V,SFD,Code: CNA,33,36,1188,39246
Los Angeles,414 N SAINT PIERRE ROAD,99856,5,ROBERT WOOD,II,V,SFD,Code: CNA,82,90,7380,33399
Los Angeles,414 N SAINT PIERRE ROAD,99856,5,ROBERT WOOD,II,V,SFD,Code: CNA,82,90,7380,38936
Los Angeles,635 E SAN JUAN AVE,238844,11,ROBERT WOOD,II,V,SFD,Code: CNA,26,24,624,39772
Los Angeles,7655 S SAN PEDRO ST,571507,9,JOHN STEPHENS,III,V,SFD,Code: CNA,25,55,1375,41745
Los Angeles,7824 S SAN PEDRO ST,508282,9,JOHN STEPHENS,III,*****,,Code: CNA,0,0,0,41502
Los Angeles,5637 W SANTA MONICA BLVD,465093,13,DUANE JOHNSON,II,III,COMMERCIAL,Code: CNA,0,0,0,41050
Los Angeles,5643 W SANTA MONICA BLVD,465094,13,DUANE JOHNSON,II,III,COMMERCIAL,Code: CNA,0,0,0,41050
Los Angeles,5657 W SANTA MONICA BLVD,587543,13,DUANE JOHNSON,II,III,COMMERCIAL,Code: CNA,0,0,0,41774
Los Angeles,10551 W SANTA MONICA BLVD,393667,5,ROBERT WOOD,II,IV,COMMERCIAL,Code: CNA,40,90,3600,40449
Los Angeles,14743 W SATICOY ST,583867,6,RICHARD SIMONS,I,V,SFD,Code: CNA,40,45,1800,41765
Los Angeles,18237 W SATICOY ST,478261,12,RICHARD SIMONS,I,V,SFD,Code: CNA,40,40,1600,41169
Los Angeles,6242 N SATSUMA AVE,183713,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,39029
Los Angeles,19109 W SCHOENBORN ST,124225,12,RICHARD SIMONS,I,V,SFD,Code: CNA,30,50,1500,38289
Los Angeles,993 S SCHUMACHER DR,401857,5,ROBERT WOOD,II,V,SFD,Code: CNA,30,35,1050,40518
Los Angeles,725 W SEPULVEDA ST,250245,15,JOHN STEPHENS,III,V,SFD,Code: CNA,0,0,0,39855
Los Angeles,6719 N SEPULVEDA BLVD,699644,6,RICHARD SIMONS,I,V,HOTEL/MOTEL,Code: CNA,55,115,6325,42307
Los Angeles,7101 N SEPULVEDA BLVD,98483,6,RICHARD SIMONS,I,III,COMMERCIAL,Code: CNA,45,155,6975,37502
Los Angeles,8521 S SEPULVEDA BLVD,674316,11,ROBERT WOOD,III,*****,RESTAURANT,Code: CNA,50,100,5000,42059
Los Angeles,9433 N SEPULVEDA BLVD,653200,7,RICHARD SIMONS,I,V,SCHOOL,Code: CNA,85,100,8500,41864
Los Angeles,9441 N SEPULVEDA BLVD,656887,7,RICHARD SIMONS,I,V,AUTO REPAIR,Code: CNA,70,125,8750,41871
Los Angeles,9800 S SEPULVEDA BLVD,382079,11,ROBERT WOOD,III,I,OFFICE,Code: CNA,70,180,12600,40354
Los Angeles,3953 E SEQUOIA ST,700876,13,DUANE JOHNSON,III,V,DUPLEX,Code: CNA,0,0,0,42313
Los Angeles,3959 E SEQUOIA ST,700881,13,DUANE JOHNSON,III,V,SFD,Code: CNA,0,0,0,42313
Los Angeles,944 S SERRANO AVE,641099,10,TIM FONG,II,*****,VAC LOT,Code: CNA,0,0,0,41837
Los Angeles,3826 N SHEFFIELD AVE,185170,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,26,66,1716,39066
Los Angeles,18140 W SHERMAN WAY,217922,3,ROBERT WOOD,I,*****,COMMERCIAL,Code: CNA,0,0,0,39520
Los Angeles,18148 W SHERMAN WAY,217930,3,ROBERT WOOD,I,V,COMMERCIAL,Code: CNA,70,150,10500,39520
Los Angeles,18160 W SHERMAN WAY,389407,3,ROBERT WOOD,I,II-N,COMMERCIAL,Code: CNA,0,0,0,40420
Los Angeles,18447 W SHERMAN WAY,98091,3,RICHARD SIMONS,I,III,COMMERCIAL,Code: CNA,60,138,8280,35033
Los Angeles,9443 W SIERRA MAR PL,481917,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,41206
Los Angeles,2389 N SILVER LAKE BLVD,290209,4,JEFFREY CORPUZ,II,V,SFD,Code: CNA,22,50,1100,39967
Los Angeles,7639 N SIMPSON AVE,427377,6,ROBERT WOOD,I,V,SFD,Code: CNA,0,0,0,40795
Los Angeles,554 S SOTO ST,102004,14,JEFFREY CORPUZ,I,V,COMMERCIAL,Code: CNA,0,0,0,37866
Los Angeles,1366 N SOTO ST,671769,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,24,30,720,42037
Los Angeles,2610 W SOUTHWEST DR,260856,8,ROBERT WOOD,III,III,COMMERCIAL,Code: CNA,20,40,800,39911
Los Angeles,11331 S SOUTHWEST BLVD,320273,8,JOHN STEPHENS,III,*****,PARKING LOT,Code: CNA,0,0,0,40084
Los Angeles,816 S SPAULDING AVE,441196,4,TIM FONG,II,V,SFD,Code: CNA,0,0,0,40925
Los Angeles,1201 S ST ANDREWS PL,383042,10,TIM FONG,II,V,SFD,Code: CNA,0,0,0,40351
Los Angeles,1808 S ST ANDREWS PL,380652,10,TIM FONG,II,V,SFD,Code: CNA,0,0,0,40331
Los Angeles,6112 S ST ANDREWS PL,323862,8,DALE SCHWARTZ,III,V,WAREHOUSE,Code: GEN-S,60,97,5820,40094
Los Angeles,1807 S STANFORD AVE,503731,14,JEFFREY CORPUZ,II,V,RESTAURANT,Code: CNA,20,42,840,41477
Los Angeles,3012 S STANFORD AVE,272859,11,ROBERT WOOD,II,V,SFD,Code: CNA,0,0,0,39934
Los Angeles,2104 N STANLEY HILLS DR,388842,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,40406
Los Angeles,2170 N STANLEY HILLS DR,214175,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,39430
Los Angeles,2363 N STANLEY HILLS DR,226220,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,39910
Los Angeles,4000 N STANSBURY AVE,425651,4,RICHARD SIMONS,I,V,SFD,Code: CNA,35,50,1750,40766
Los Angeles,12630 W STANWOOD PL,276763,11,ROBERT WOOD,II,V,SFD,Code: CNA,0,0,0,39945
Los Angeles,318 E STOWE TER,661516,1,JEFFREY CORPUZ,I,V,SFD,Code: CNA,28,48,1344,41943
Los Angeles,2451 N SUMMITRIDGE DR,681028,5,,II,*****,,Code: CNA,0,0,0,
Los Angeles,7047 W SUNNYCREST TR,440303,7,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,40918
Los Angeles,4301 W SUNSET BLVD,237288,13,ROBERT WOOD,II,*****,HOTEL/MOTEL,Code: CNA,0,0,0,39758
Los Angeles,4301 W SUNSET BLVD,244846,13,ROBERT WOOD,II,V,APT,Code: CNA,0,0,0,39885
Los Angeles,1611 N SUNSET PLAZA DR,388958,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,40408
Los Angeles,4194 N SUNSWEPT DR,666412,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41964
Los Angeles,1338 N SYCAMORE AVE,508719,4,TIM FONG,II,V,DUPLEX,Code: CNA,0,0,0,41493
Los Angeles,1340 N SYCAMORE AVE,508717,4,TIM FONG,II,V,APT,Code: CNA,0,0,0,41501
Los Angeles,2853 S SYCAMORE AVE,486608,10,TIM FONG,II,V,,Code: CNA,0,0,0,41257
Los Angeles,2855 S SYCAMORE AVE,486603,10,TIM FONG,II,V,,Code: CNA,0,0,0,41257
Los Angeles,23907 W SYLVAN ST,685884,3,ALEXANDER MOFFAT,I,*****,,Code: GEN-N,0,0,0,
Los Angeles,8400 N TAMPA AVE,666470,12,RICHARD SIMONS,I,V,SFD,Code: CNA,45,80,3600,41967
Los Angeles,8943 N TELFAIR AVE,426823,6,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,40784
Los Angeles,1700 W TEMPLE ST,237073,13,JEFFREY CORPUZ,II,*****,COMMERCIAL,Code: CNA,0,0,0,39744
Los Angeles,11325 W TIARA ST,524489,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41619
Los Angeles,11441 W TIARA ST,554330,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41709
Los Angeles,4857 N TILDEN AVE,704044,4,RICHARD SIMONS,I,V,SFD,Code: CNA,40,45,1800,42346
Los Angeles,215 N TOLUCA ST,679050,1,ALEXANDER MOFFAT,II,*****,,Code: GEN-C,0,0,0,
Los Angeles,2616 S TRINITY ST,676681,9,JEFFREY CORPUZ,II,V,SFD,Code: CNA,25,39,975,42093
Los Angeles,4129 E TURQUOISE ST,639564,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,35,42,1470,41848
Los Angeles,4129 E TURQUOISE ST,639564,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,35,42,1470,41963
Los Angeles,4133 E TURQUOISE ST,678860,14,JEFFREY CORPUZ,I,V,SFD,Code: CNA,18,30,540,42124
Los Angeles,14640 W VALERIO ST,694718,6,RICHARD SIMONS,I,I,SFD,Code: CNA,35,40,1400,42257
Los Angeles,18054 W VALLEY VISTA BLVD,420320,5,RICHARD SIMONS,I,V,SFD,Code: CNA,50,60,3000,40707
Los Angeles,7212 W VALMONT ST,139950,7,DUANE JOHNSON,I,V,SFD,Code: CNA,20,40,800,38657
Los Angeles,6120 S VAN NESS AVE,679268,8,TIM FONG,III,V,WAREHOUSE,Code: CNA,0,0,0,42122
Los Angeles,8155 N VAN NUYS BLVD,98447,6,RICHARD SIMONS,I,III,COMMERCIAL,Code: CNA,100,150,15000,37018
Los Angeles,8155 N VAN NUYS BLVD,98447,6,RICHARD SIMONS,I,III,COMMERCIAL,Code: CNA,100,150,15000,38439
Los Angeles,17852 W VANOWEN ST,676321,3,RICHARD SIMONS,I,V,SFD,Code: CNA,40,45,1800,42088
Los Angeles,11150 W VENTURA BLVD,420868,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,40709
Los Angeles,11222 W VENTURA BLVD,476208,2,DUANE JOHNSON,I,V,COMMERCIAL,Code: CNA,0,0,0,41136
Los Angeles,11548 W VENTURA BLVD,524551,2,DUANE JOHNSON,I,V,COMMERCIAL,Code: CNA,0,0,0,41619
Los Angeles,15322 W VENTURA BLVD,205429,4,RICHARD SIMONS,I,*****,COMMERCIAL,Code: CNA,0,0,0,39281
Los Angeles,4924 N VENTURA CANYON AVE,669308,4,RICHARD SIMONS,I,V,SFD,Code: CNA,0,0,0,41992
Los Angeles,3937 N VERDUGO VIEW DR,695349,1,JEFFREY CORPUZ,III,V,SFD,Code: CNA,32,40,1280,42270
Los Angeles,4324 S VERMONT AVE,207709,9,ROBERT WOOD,II,*****,COMMERCIAL,Code: CNA,0,0,0,39309
Los Angeles,5300 S VERMONT AVE,99911,9,JOHN STEPHENS,II,*****,CHURCH,Code: CNA,90,112,10080,36381
Los Angeles,490 E VERNON AVE,192949,9,JOHN STEPHENS,II,*****,COMMERCIAL,Code: CNA,23,58,1334,39149
Los Angeles,2013 S VETERAN AVE,377963,5,ROBERT WOOD,II,V,SFD,Code: CNA,30,50,1500,40311
Los Angeles,10842 W VICTORY BLVD,698791,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,42304
Los Angeles,335 W VIEWLAND PL,150936,15,ROBERT WOOD,III,V,SFD,Code: CNA,27,29,783,38614
Los Angeles,2310 S VINEYARD AVE,313198,10,TIM FONG,II,V,SFD,Code: CNA,0,0,0,40064
Los Angeles,2310 S VINEYARD AVE,313198,10,TIM FONG,II,V,SFD,Code: CNA,0,0,0,42173
Los Angeles,5346 W VIRGINIA AVE,430678,13,DUANE JOHNSON,II,*****,SFD,Code: CNA,0,0,0,40827
Los Angeles,467 N WALKER AVE,210923,15,ROBERT WOOD,III,V,SFD,Code: CNA,0,0,0,39367
Los Angeles,467 N WALKER AVE,210923,15,ROBERT WOOD,III,V,SFD,Code: CNA,0,0,0,40794
Los Angeles,5930 S WALL ST,676398,9,ALEXANDER MOFFAT,III,*****,COMMERCIAL,Code: CNA,0,0,0,42081
Los Angeles,5940 S WALL ST,261421,9,JOHN STEPHENS,III,V,SFD,Code: CNA,0,0,0,39913
Los Angeles,529 E WASHINGTON BLVD,389055,14,JEFFREY CORPUZ,II,III,CHURCH,Code: CNA,55,45,2475,40410
Los Angeles,4735 W WASHINGTON BLVD,244376,10,TIM FONG,II,V,SFD,Code: CNA,0,0,0,39812
Los Angeles,1311 N WATERLOO ST,270918,13,JEFFREY CORPUZ,II,V,SFD,Code: CNA,30,56,1680,39932
Los Angeles,11111 W WEDDINGTON ST,662210,2,DUANE JOHNSON,I,III,COMMERCIAL,Code: CNA,0,0,0,41941
Los Angeles,11117 W WEDDINGTON ST,662208,2,DUANE JOHNSON,I,III,COMMERCIAL,Code: CNA,0,0,0,41941
Los Angeles,11121 W WEDDINGTON ST,662139,2,DUANE JOHNSON,I,III,COMMERCIAL,Code: CNA,0,0,0,41941
Los Angeles,11125 W WEDDINGTON ST,643204,2,DUANE JOHNSON,I,III,COMMERCIAL,Code: CNA,0,0,0,41848
Los Angeles,14234 W WEDDINGTON ST,501123,4,RICHARD SIMONS,I,V,SFD,Code: CNA,35,50,1750,41431
Los Angeles,19828 W WELBY WAY,217220,3,RICHARD SIMONS,I,V,SFD,Code: CNA,0,0,0,39496
Los Angeles,19454 W WELLS DR,698324,3,RICHARD SIMONS,I,V,SFD,Code: CNA,45,85,3825,42293
Los Angeles,4307 E WEST ROSE HILL DR,226848,14,JEFFREY CORPUZ,I,*****,SHED,Code: CNA,0,0,0,39583
Los Angeles,4604 S WESTERN AVE,184734,8,TIM FONG,II,V,MIXED USE,Code: CNA,44,80,3520,39056
Los Angeles,6710 S WESTERN AVE,103274,8,JOHN STEPHENS,III,V,COMMERCIAL,Code: CNA,32,60,1920,34929
Los Angeles,6710 S WESTERN AVE,103274,8,JOHN STEPHENS,III,V,COMMERCIAL,Code: CNA,32,60,1920,38616
Los Angeles,6710 S WESTERN AVE,103274,8,JOHN STEPHENS,III,V,COMMERCIAL,Code: CNA,32,60,1920,36922
Los Angeles,6710 S WESTERN AVE,103274,8,JOHN STEPHENS,III,V,COMMERCIAL,Code: CNA,32,60,1920,39755
Los Angeles,7819 S WESTERN AVE,690862,8,JOHN STEPHENS,III,V,MIXED USE,Code: CNA,25,32,800,42223
Los Angeles,10709 S WESTERN AVE,206168,8,JOHN STEPHENS,III,V,COMMERCIAL,Code: CNA,0,0,0,39290
Los Angeles,10711 S WESTERN AVE,206172,8,JOHN STEPHENS,III,*****,COMMERCIAL,Code: CNA,0,0,0,39290
Los Angeles,20520 S WESTERN AVE,695808,15,JOHN STEPHENS,III,*****,SFD,Code: CNA,0,0,0,42278
Los Angeles,843 N WILCOX AVE,238088,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,39752
Los Angeles,843 N WILCOX AVE,238099,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,39752
Los Angeles,8445 N WILLIS AVE,695703,6,RICHARD SIMONS,I,V,SFD,Code: CNA,32,60,1920,42270
Los Angeles,10709 S WILMINGTON AVE,400684,15,JOHN STEPHENS,III,*****,SFD,Code: CNA,0,0,0,40494
Los Angeles,5523 S WILTON PL,677758,8,TIM FONG,II,V,SFD,Code: CNA,0,0,0,42109
Los Angeles,6817 N WINNETKA AVE,190113,3,RICHARD SIMONS,I,*****,COMMERCIAL,Code: CNA,50,80,4000,39142
Los Angeles,11645 W WOODBRIDGE ST,479000,2,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,41177
Los Angeles,3753 S WOODLAWN AVE,667439,9,JEFFREY CORPUZ,II,V,SFD,Code: CNA,0,0,0,41969
Los Angeles,4045 S WOODLAWN AVE,353317,9,TIM FONG,II,V,SFD,Code: CNA,0,0,0,40193
Los Angeles,4045 S WOODLAWN AVE,353330,9,TIM FONG,II,V,SFD,Code: CNA,0,0,0,40193
Los Angeles,6552 N WOODMAN AVE,484183,2,DUANE JOHNSON,I,V,APT,Code: CNA,0,0,0,41233
Los Angeles,6558 N WOODMAN AVE,458367,2,DUANE JOHNSON,I,V,APT,Code: CNA,0,0,0,41010
Los Angeles,9000 N WOODMAN AVE,220424,6,RICHARD SIMONS,I,V,COMMERCIAL,Code: CNA,35,40,1400,39527
Los Angeles,7140 W WOODROW WILSON DR,273888,4,DUANE JOHNSON,I,V,SFD,Code: CNA,0,0,0,39939
Los Angeles,2505 N WOODSTOCK ROAD,273888             5,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,37874
Los Angeles,2505 N WOODSTOCK ROAD,273888             6,4,DUANE JOHNSON,II,V,SFD,Code: CNA,0,0,0,39241
Los Angeles,2509 N WOODSTOCK ROAD,273888             7,4,DUANE JOHNSON,II,V,SFD,Code: CNA,45,50,2250,39241
Los Angeles,2509 N WOODSTOCK ROAD,273888             8,4,DUANE JOHNSON,II,V,SFD,Code: CNA,45,50,2250,37874
Los Angeles,2513 N WOODSTOCK ROAD,273888             9,4,DUANE JOHNSON,II,V,SFD,Code: CNA,40,60,2400,37875
Los Angeles,2513 N WOODSTOCK ROAD,273888             10,4,DUANE JOHNSON,II,V,SFD,Code: CNA,40,60,2400,39241
Los Angeles,2521 N WOODSTOCK ROAD,273888             11,4,DUANE JOHNSON,II,V,SFD,Code: CNA,35,55,1925,37874
Los Angeles,2521 N WOODSTOCK ROAD,273888             12,4,DUANE JOHNSON,II,V,SFD,Code: CNA,35,55,1925,39241
Los Angeles,2529 N WOODSTOCK ROAD,273888             13,4,DUANE JOHNSON,II,V,SFD,Code: CNA,35,55,1925,39241
Los Angeles,2529 N WOODSTOCK ROAD,273888             14,4,DUANE JOHNSON,II,V,SFD,Code: CNA,35,55,1925,37875
Los Angeles,14912 W WYANDOTTE ST,273888             15,6,RICHARD SIMONS,I,V,SFD,Code: CNA,32,40,1280,40765
Los Angeles,8438 N WYSTONE AVE,273888             16,12,RICHARD SIMONS,I,V,SFD,Code: CNA,30,50,1500,42255
Los Angeles,1244 W YOUNG ST,273888             17,15,JOHN STEPHENS,III,*****,SFD,Code: CNA,0,0,0,42278
