PropertyID,OccupancyType,Building,Address,City,State,Zip,Contact,ContactTel,RevisedDate,LastCarrier,InspectionDate,BRepCostNew,BSquareFoot,CRepCostNew,ParkSquareFoot,ParkSubStructure,ValuationDate,WallType,Heating,Cooling,RoofMaterial,Passenger,Freight,CommerciallyInsured,FEMAGrant,FEMARef,GrantDateRec,FEMAAmt,PropertySold,SoldDate,PropertyActive,ActiveDate,InactiveDate,MICLA,MICLADate,YearBuilt,StoriesNo,BuildingSF,ParkingSF,MFireAlarm,AFireAlarm,Sprinkler,Fully,Partial,EntryAlarm,ProtectionClass,Notes,UserID,InputDate,LossControlReport,AppraisalReport
P00346,Library,Mid-Valley Branch Library,16244 Nordhoff St,North Hills,CA,91343,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,5931972,212,NULL,212,NULL,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/95 0:00,NULL,N,NULL,1995,1,27981,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/9/13 15:16,N,N
P00209,Fire Station,Fire Station 109,16500 Mulholland Dr,Los Angeles,CA,90049,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,877952,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/72 0:00,NULL,N,NULL,1972,2,5776,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:09,N,N
P00070,Pump Station,Pump Station 639,16600 Pacific Coast Hwy,Pacific Palisades,CA,90272,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,296030,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1990,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,6/30/15 13:46,N,N
P00116,Police Station,West LA Police Station,1663 Butler Ave.,Los Angeles,CA,90025,David Paschal,213-928-9517,5/15/15 0:00,XL American,5/15/15 0:00,4740980,156,1580327,156,0,5/15/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/73 0:00,NULL,N,NULL,1973,3,29500,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American        ,sbiggs,6/24/15 14:14,N,N
P00320,Multi-Purpose Bldg,Sepulveda Golf Complex,16821 Burbank Blvd,Encino,CA,91436,James Ward,8182461243,11/6/12 0:00,NULL,10/29/12 0:00,2500000,137,0,137,0,10/29/12 0:00,Concrete Block,Y,Y,Wood,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,1/1/56 0:00,NULL,N,NULL,1956,2,18315,0,Y,Y,Y,Y,NULL,Y,NULL,"Property Data obtained from Department of Recreation and Parks, James Ward. Refer to Golf Complex's Rental Value Entry.   ",sbiggs,2/15/13 13:57,N,N
P00048,Pump Station,Pump Station 608,1700 Grande Vista,Los Angeles,CA,90023,David Paschal,213-928-9517,3/12/15 0:00,XL American,3/1/15 0:00,548561,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1966,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American     ,sbiggs,6/30/15 13:22,N,N
P00356,Library,Robertson Branch Library,1719 Robertson Blvd,Los Angeles,CA,90035,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,1915420,212,0,212,0,1/10/13 0:00,Concrete Block,Y,Y,NULL,Y,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/97 0:00,NULL,N,NULL,1997,2,9035,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/10/13 15:06,N,N
P00066,Pump Station,Pump Station 632,17267 Pacific Coast Hwy,Pacific Palisades,CA,90272,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,329994,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1972,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,6/30/15 13:34,N,N
P00083,Pump Station,Pump Station 672,1727 E. I Street,Wilmington,CA,90744,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,663424,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1960,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:41,N,N
P00160,Fire Station,Fire Station 23,17281 Sunset Blvd,Pacific Palisades,CA,90272,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,764104,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,5/13/63 0:00,NULL,N,NULL,1963,2,5027,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 16:01,N,N
P00069,Pump Station,Pump Station 638,17407 Verona De La Montura,Pacific Palisades,CA,90272,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,124498,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1998,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,6/30/15 13:45,N,N
P00228,Fire Station,Old Fire Station 82,1800 Bronson Ave,Los Angeles,CA,90028,Community Liaison Officer,2139783810,7/19/11 0:00,NULL,NULL,735984,152,0,152,0,7/19/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,3/2/51 0:00,NULL,N,NULL,1951,1,4842,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:39,N,N
P00198,Fire Station,Fire Station 65,1801 E. Century Bl,Los Angeles,CA,90002,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,2305080,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,7/20/06 0:00,NULL,N,NULL,2006,2,15165,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:06,N,N
P00225,Fire Station,Fire Station 79,18030 Vermont Ave,Granada Hills,CA,90247,Community Liaison Officer,2139783810,7/19/11 0:00,NULL,NULL,3942880,152,0,152,0,7/19/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1942,2,25940,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:38,N,U
P00283,Fire Station,Fire Station 103,18143 Parthenia St,Northridge,CA,91324,Community Liaison Officer,8183521504,12/15/11 0:00,NULL,12/14/11 0:00,873088,152,0,152,0,12/15/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,8/30/61 0:00,NULL,N,NULL,1961,1,5744,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:48,N,N
P00149,Fire Station,Fire Station 11,1819 W. 7th St,Los Angeles,CA,90057,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,1371952,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,7/7/58 0:00,NULL,N,NULL,1949,2,9026,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 15:41,N,N
P00339,Library,Encino - Tarzana Branch Library,18231 Ventura Blvd,Tarzana,CA,91356,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,2226000,212,0,212,0,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/04 0:00,NULL,N,NULL,2004,1,10500,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/9/13 14:45,N,N
P00235,Multi-Purpose Bldg,Pacific Asian Consortium In Employment,1839 S. Hoover Street,Los Angeles,CA,90006,Chris Rajapakse,8183521504,8/3/11 0:00,NULL,8/2/11 0:00,659400,157,0,157,0,8/3/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1980's,1,4200,0,Y,Y,Y,Y,NULL,Y,NULL,Pacific Asian Consortium In Employment (PACE)    AKA: Good Beginnings Childcare Center  ,sbiggs,2/14/13 15:22,N,N
P00318,Library,Los Feliz Branch Library,1874 Hillhurst Avenue,Los Angeles,CA,90027,Cheryl Collins,3105487785,10/28/12 0:00,NULL,10/28/12 0:00,2215188,212,0,212,0,10/28/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/99 0:00,NULL,N,NULL,1999,2,10449,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/17/13 15:09,N,N
P00362,Library,West Valley Branch Library,19036 Vanowen St,Reseda,CA,91335,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,2968000,212,0,212,0,1/10/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/02 0:00,NULL,N,NULL,2002,1,14000,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/10/13 15:30,N,N
P00272,Fire Station,Fire Station 93,19059 Ventura Blvd,Tarzana,CA,91356,Community Liaison Officer,8183521504,11/15/11 0:00,NULL,11/15/11 0:00,1265096,152,0,152,0,11/15/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,3/16/60 0:00,NULL,N,NULL,1960,2,8323,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:43,N,N
P00199,Fire Station,Fire Station 66,1909 W. Slauson Ave,Los Angeles,CA,90047,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,3600880,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,6/18/89 0:00,NULL,N,NULL,1989,2,23690,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:06,N,N
P00091,Pump Station,Pump Station 683,191 W. 22nd St,San Pedro,CA,90731,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,318983,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1974,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:45,N,N
P00018,Fire Station,Fire Station 63,1930 Shell Ave.,Venice,CA,90291,Community Liaison Officer,2139783810,5/15/15 0:00,XL American,5/15/15 0:00,680344,132,1433008,132,0,5/15/15 0:00,Wood Frame,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,5/8/42 0:00,NULL,N,NULL,1920,2,5000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American              ,sbiggs,6/24/15 14:19,N,N
P00025,Police Station,Hollenbeck Police Station,1936 E. 1st Street,Los Angeles,CA,90031,Dan Eason,213-978-7227,3/12/15 0:00,XL American,3/1/15 0:00,1285690,192,0,192,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/36 0:00,NULL,N,NULL,1936,2,6500,0,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American              ,sbiggs,6/24/15 15:46,N,N
P00234,Other,Echo Park Silverlake Peoples Childcare Center,1953 Lake Shore Avenue,Los Angeles,CA,90039,Chris Rajapakse,8183521504,8/3/11 0:00,NULL,8/2/11 0:00,271610,157,0,157,0,8/3/11 0:00,Frame,Y,N,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1962,1,1730,0,N,N,N,N,NULL,N,NULL,   ,sbiggs,2/14/13 15:21,N,N
P00141,Fire Station,Fire Station 2,1962 E. Cesar Chavez Ave,Los Angeles,CA,NULL,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,1380160,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,8/18/87 0:00,NULL,N,NULL,1987,2,9080,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,11/20/12 15:36,N,N
P00138,Office Bldg,City Hall,200 N. Spring Street,Los Angeles,CA,90012,David Paschal,2139289517,9/13/10 0:00,NULL,NULL,350000000,700,0,700,0,NULL,Concrete,Y,Y,NULL,Y,Y,T,N,NULL,NULL,0,NULL,NULL,Y,4/26/28 0:00,NULL,N,NULL,1928,32,500000,0,Y,Y,Y,Y,NULL,Y,NULL,"Ins. Term Year 03/10 thru 03/11;  Property - Lexington Ins. Co. #02041281, $500M p/o $1B; Zurich Ins. Co. #ERP9140209-03, $500M p/o $1B.     ",sbiggs,11/20/12 15:34,N,N
P00011,Office Bldg,City Hall East,200 North Main Street,Los Angeles,CA,90012,David Paschal,213-928-9517,5/15/15 0:00,XL American,3/1/15 0:00,146461474,91,23677303,91,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,T,N,NULL,NULL,0,U,NULL,Y,1/1/74 0:00,NULL,N,NULL,1974,21,552481,1012643,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American                 ,sbiggs,5/15/15 13:57,N,N
P00163,Fire Station,Fire Station 26,2009 S. Western Ave,Los Angeles,CA,90018,Community Liaison Officer,2139783810,12/23/10 0:00,NULL,NULL,1394600,152,0,152,0,12/23/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,12/3/70 0:00,NULL,N,NULL,1970,2,9175,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,11/20/12 16:02,N,N
P00014,Office Bldg,Figueroa Plaza Bldg 1,201 N. Figueroa St.,Los Angeles,CA,90012,Mark Rousell,2134855848,3/12/15 0:00,Lexington Ins. Co.,3/1/15 0:00,166233072,177,9229323,177,23868000,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/86 0:00,NULL,N,NULL,1986,16,457804,128304,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American             ,sbiggs,6/24/15 15:45,Y,N
P00154,Fire Station,Fire Station 16,2011 N. Eastern Ave,Los Angeles,CA,90032,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,793288,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,3/8/62 0:00,NULL,N,NULL,1962,2,5219,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,11/20/12 15:56,N,N
P00337,Library,Endendale Branch Library,2011 W. Sunset Blvd,Los Angeles,CA,90026,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,2650000,212,NULL,212,NULL,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/04 0:00,NULL,N,NULL,2004,1,12500,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/9/13 14:11,N,N
P00238,Multi-Purpose Bldg,Hollenbeck Police Business Council,2015 E. 1st Street,Los Angeles,CA,90033,Chris Rajapakse,8183521504,8/16/11 0:00,NULL,8/9/11 0:00,4779080,157,0,157,0,8/16/11 0:00,Concrete Block,Y,Y,NULL,Y,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/61 0:00,NULL,N,NULL,1961,2,30440,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/14/13 15:25,N,N
P00175,Fire Station,Fire Station 42,2021 Colorado Blvd,Los Angeles,CA,90041,Community Liaison Officer,2139783810,1/7/11 0:00,NULL,NULL,993016,152,0,152,0,1/7/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,7/8/59 0:00,NULL,N,NULL,1959,2,6533,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 12:44,N,N
P00207,Fire Station,Fire Station 107,20225 Devonshire St,Chatsworth,CA,91311,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,887984,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,5/14/63 0:00,NULL,N,NULL,1963,2,5842,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:08,N,N
P00343,Library,Little Tokyo Branch Library,203 S. Los Angeles St,Los Angeles,CA,90012,Cheryl Collins,3105487785,1/9/13 0:00,NULL,NULL,2650000,212,NULL,212,NULL,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/05 0:00,NULL,N,NULL,2005,1,12500,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/9/13 15:06,N,N
P00332,Library,Canoga Park Branch Library,20939 Sherman Way,Canoga Park,CA,91303,Cheryl Collins,3105487785,12/6/12 0:00,NULL,NULL,2650000,212,NULL,212,NULL,12/6/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/04 0:00,NULL,NULL,NULL,2004,1,12500,NULL,Y,NULL,Y,Y,NULL,Y,NULL,NULL,sbiggs,12/6/12 16:18,N,N
P00261,Fire Station,Fire Station 84,21050 Burbank Blvd,Woodland Hills,CA,9136,Community Liaison Officer,2139783810,11/4/11 0:00,NULL,11/4/11 0:00,3771576,152,0,152,0,11/4/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,9/7/07 0:00,NULL,N,NULL,2007,2,24813,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:40,N,N
P00333,NULL,Chatsworth Branch Library,21052 Devonshire Street,Chatsworth,CA,91311,Cheryl Collins,3105487785,12/6/12 0:00,NULL,NULL,2650000,212,NULL,212,NULL,12/6/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/04 0:00,NULL,N,NULL,2004,1,12500,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,12/6/12 16:34,N,N
P00089,Pump Station,Pump Station 680,2121 Signal St,San Pedro,CA,90731,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,482346,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1951,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,7/10/14 15:44,N,N
P00122,Office Bldg,Chicago Bldg,2130 E. First street,Los Angeles,CA,90033,Raul Macias,2134855844,5/15/15 0:00,XL American,5/15/15 0:00,6541770,212,0,212,0,5/15/15 0:00,Concrete,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,NULL,NULL,Y,1/1/50 0:00,NULL,N,NULL,1923,3,30000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American      ,sbiggs,6/24/15 14:26,N,N
P00158,Fire Station,Fire Station 20,2144 Sunset Blvd,Los Angeles,CA,90026,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,1718056,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,10/15/53 0:00,NULL,N,NULL,1953,2,11303,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 15:58,N,N
P00097,Pump Station,Pump Station 689,216 E Seaside Ave,Terminal Island,CA,90731,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,213963,0,0,0,0,3/1/14 0:00,Concrete,N,U,NULL,U,U,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1976,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:47,N,N
P00278,Fire Station,Fire Station 96,21800 Marilla St,Chatsworth,CA,91311,Community Liaison Officer,8183521504,11/30/11 0:00,NULL,NULL,1035424,152,0,152,0,11/30/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,8/23/62 0:00,NULL,N,NULL,1962,1,6812,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:45,N,N
P00330,Library,Benjamin Franklin Branch Library,2200 E. First Street,Los Angeles,CA,9003,Cheryl Collins,3105487785,12/6/12 0:00,NULL,NULL,2047072,212,NULL,212,NULL,12/6/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/75 0:00,NULL,N,NULL,1975,1,9656,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,12/6/12 15:49,N,N
P00341,Library,Hyde Park Branch Library,2205 Florence Ave,Los Angeles,CA,90043,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,2226000,212,NULL,212,NULL,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/04 0:00,NULL,N,NULL,2004,1,10500,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/9/13 14:26,N,N
P00015,Office Bldg,Figueroa Plaza Bldg 2,221 N. Figueroa St.,Los Angeles,CA,90012,Mark Rousell,2134855848,2/23/12 0:00,XL American,2/23/12 0:00,58321500,177,4479381,177,22709808,2/23/12 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/91 0:00,NULL,N,NULL,1991,16,457804,128304,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American       ,sbiggs,10/16/14 10:19,N,N
P00288,Library,Jefferson Branch Library,2211 W. Jefferson Blvd,Los Angeles,CA,90018,Cherly Collins,3105487785,2/1/12 0:00,NULL,2/1/12 0:00,1908000,212,0,212,0,2/1/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/02 0:00,NULL,N,NULL,1923/2002,1,9000,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 14:59,N,N
P00367,Library,Woodland Hills Branch Library,22200 Ventura Bl,Woodland Hills,CA,91364,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,2650000,212,NULL,212,NULL,1/10/13 0:00,Concrete Block,Y,Y,NULL,Y,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/03 0:00,NULL,N,NULL,2003,2,12500,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/10/13 15:52,N,N
P00003,City Yard,7th Street Sweeper Maintenance and Repair Facility,2222 East 7th Street,Los Angeles,CA,90023,Dan Eason,213-978-7227,5/15/15 0:00,XL American,5/15/15 0:00,5965498,58,0,58,0,5/15/15 0:00,Wood / Concrete,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/50 0:00,NULL,N,NULL,1950,2,99790,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American         ,sbiggs,6/24/15 14:28,N,N
P00140,Fire Station,Fire Station 1,2230 Pasadena Ave,Los Angeles,CA,90031,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,1002288,153,0,153,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,3/6/41 0:00,NULL,U,NULL,1941,2,6534,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,11/20/12 15:35,N,N
P00050,Pump Station,Pump Station 610,2251 11th Street,Los Angeles,CA,90021,David Paschal,213-928-9517,3/12/15 0:00,XL American,3/1/15 0:00,2946372,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1955,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American            ,sbiggs,6/30/15 13:22,N,N
P00045,Pump Station,Pump Station 604,2264 Highbury Ave,Los Angeles,CA,90032,Dan Eason,213-978-7227,3/12/15 0:00,XL American,3/1/15 0:00,3929175,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1972,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American          ,sbiggs,6/24/15 15:56,N,N
P00106,Pump Station,Pump Station 739,230 1/2 Arno Way,Pacific Palisades,CA,90272,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,2000,0,0,0,N,N,N,N,NULL,N,NULL, ,sbiggs,9/21/10 12:28,N,N
P00023,Tire Shop,GSD Tire Repair Shop,2300 East 7th Street,Los Angeles,CA,90012,David Paschal,213-928-9517,5/15/15 0:00,XL American,5/15/15 0:00,2999942,84,1124978,84,0,5/15/15 0:00,Metal / Steel Frame,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/88 0:00,NULL,N,NULL,1988,1,35000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American                 ,sbiggs,5/15/15 13:38,N,N
P00206,Fire Station,Fire Station 106,23004 Roscoe Bl,Canoga Park,CA,91304,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,895584,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,5/7/62 0:00,NULL,N,NULL,1962,2,5892,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:08,N,N
P00237,Multi-Purpose Bldg,Early Learning Center,233 N. Breed Street,Los Angeles,CA,90033,Chris Rajapakse,8183521504,8/16/11 0:00,NULL,8/9/11 0:00,785000,157,0,157,0,8/16/11 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1950,1,5000,0,Y,Y,Y,Y,NULL,Y,NULL,Los Angeles Childcare Development Council   ,sbiggs,2/14/13 15:24,N,N
P00352,Library,Platt Branch Library,23600 Victory Blvd,Los Angeles,CA,91367,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,2979236,212,NULL,212,NULL,1/9/13 0:00,Concrete Block,NULL,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/95 0:00,NULL,N,NULL,1995,1,14053,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/9/13 16:21,N,N
P00093,Pump Station,Pump Station 685,2400 Signal Street,San Pedro,CA,90731,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,116100,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1974,2,400,0,N,N,N,N,NULL,N,NULL,NULL,sbiggs,9/21/10 12:15,N,N
