APN,Registered Date,Property Type,Property Address,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone
5304012009,01/30/2015,Single Family,"901 E MONTECITO DR
",90031,1,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5116003030,01/30/2015,Multi-Family,"1335 1 2 E 42ND PL
",90011,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5131007018,01/30/2015,Single Family,"961 E 20TH ST
",90011,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6069027030,01/30/2015,Single Family,"1633 E 115TH ST
",90059,15,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2220006067,01/30/2015,Single Family,"15039 W VOSE ST
",91405,6,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2656022116,01/30/2015,Single Family,"15135 W NORDHOFF ST
",91343,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4211023024,01/30/2015,Single Family,"5400 S PLAYA VISTA DR
",90066,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2173002025,01/30/2015,Single Family,"4548 N TOPANGA CANYON BLVD
",91364,3,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5590022001,01/30/2015,Multi-Family,"1764 N RODNEY DR
",90027,4,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5163020022,01/30/2015,Single Family,"500 E 1ST ST
",90012,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5047003035,01/30/2015,Single Family,"5648 W SUNLIGHT PL
",90016,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5208026004,01/30/2015,Multi-Family,"2609 N LINCOLN PARK AVE
",90031,1,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2621003002,01/30/2015,Single Family,"9694 N LEV AVE
",91331,6,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
6031008028,01/30/2015,Multi-Family,"245 W 75TH ST
",90003,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6073020014,01/30/2015,Single Family,"414 E 111TH ST
",90061,8,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5067020021,01/30/2015,Single Family,"1813 S CLOVERDALE AVE
",90019,10,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2429019008,01/30/2015,Single Family,"3132 N OAKCREST DR
",90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5109003016,01/30/2015,Single Family,"4782 S MAIN ST
",90011,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5081001037,01/30/2015,Single Family,"1198 S CRENSHAW BLVD
",90019,10,ONE WEST BANK,LEAH COLLINS,800-468-1743,Assurant Field Asset Svcs c/o Priority 1 Property Preservation Inc,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,760-736-0067
4211028039,01/30/2015,Single Family,"5890 S CRESCENT PARK E
",90094,11,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5137013013,01/30/2015,Multi-Family,"1422 1 2 W 10TH PL
",90015,1,McHugh Family Trust,Frank McHugh,866-611-1680,NULL,NULL,,NULL
4211026130,01/30/2015,Single Family,"13082 W WEST ICON CIR
",90094,11,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2217011006,01/30/2015,Single Family,"6824 1 2 N TYRONE AVE
",91405,6,Caliber Home Loans,Kandyce Hughes,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2502026016,01/30/2015,Single Family,"15200 W DORIAN ST
",91342,7,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6033021060,01/30/2015,Single Family,"8021 S VERMONT AVE
",90044,8,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
4370019066,01/30/2015,Single Family,"1111 N BEL-AIR PL
",90077,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS c/o Advantage Conveyance,Arron Nobel,1906   Irvine   Newport Beach CA 92660,949-294-8778
5047003006,01/30/2015,Single Family,"5607 W SUNLIGHT PL
",90016,10,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5307012024,01/30/2015,Multi-Family,"5017 E HUNTINGTON DR NORTH
",90032,14,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
5580019011,01/30/2015,Single Family,"5861 W CAROLUS DR
",90068,4,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2156020092,01/30/2015,Single Family,"18739 HATTERAS ST
",91356,3,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
4329002004,01/30/2015,Single Family,"2170 CENTURY PARK
",90067,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4426018013,01/30/2015,Single Family,"1610 N MANDEVILLE CANYON RD
",90049,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5115026010,01/30/2015,Multi-Family,"1136 E 41ST PL
",90011,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6068007006,01/30/2015,Single Family,"10823 S KALMIA ST
",90059,15,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
7346018027,01/30/2015,Single Family,"1633 W 222ND ST
",90501,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5594023007,01/30/2015,Single Family,"4126 W GARDEN AVE
",90039,13,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2322009029,01/30/2015,Single Family,"6635 N AGNES AVE
",91606,2,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
4104020001,01/30/2015,Single Family,"5657 W 78TH ST
",90045,11,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5081020021,01/30/2015,Single Family,"1259 S WESTCHESTER PL
",90019,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2417010022,01/30/2015,Single Family,"5552 N BILOXI AVE
",91601,2,Wiliam Thomas,William Thomas,714-997-8988,Wiliam Thomas,Wiliam Thomas,18322   Edgewood AVE  Villa Park CA 92861,714-744-3948
2178005086,01/30/2015,Single Family,"4279 N ELLENITA AVE
",91356,3,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
4119038110,01/30/2015,Single Family,"7740 REDLANDS
",90293,11,CALIBER HOME LOANS,DENA GRIMES,405-945-1400,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5066009004,01/30/2015,Single Family,"1818 S CRESCENT HEIGHTS BLVD
",90035,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2633009014,01/30/2015,Single Family,"12051 W REDBANK ST
",91352,6,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5002024016,01/30/2015,Multi-Family,"1157 W 55TH ST
",90037,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2766009010,01/30/2015,Single Family,"17532 W DEARBORN ST
",91325,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2504003002,01/30/2015,Single Family,"14549 W RYAN ST
",91342,7,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2536003021,01/30/2015,Single Family,"11080 N DE FOE AVE
",91331,7,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6036014043,01/30/2015,Single Family,"9100 S GRAMERCY PL
",90047,8,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5137013016,01/30/2015,Multi-Family,"1019 S ALBANY ST
",90015,1,"Frank McHugh-O'Donovan Foundation, Inc",Frank McHugh,310-479-0800,NULL,NULL,,NULL
2782039034,01/30/2015,Single Family,"8415 N OAKDALE AVE
",91306,3,ONE WEST BANK,LEAH COLLINS,800-468-1743,Assurant Field Asset Services c/o Junior and Third Inc,Ed Hurley,13743   Bear VLY  Moorpark CA 93021,805-732-6596
5477027013,01/30/2015,Single Family,"820 N AVENUE
",90042,1,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
7416016028,01/30/2015,Single Family,"725 N MCDONALD AVE
",90744,15,Cenlar FSB,ATHENA SANTOS,720-945-5431,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4127019020,01/30/2015,Single Family,"7759 S ISIS AVE
",90045,11,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
5109005031,01/30/2015,Multi-Family,"5103 S WALL ST
",90011,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5064004019,01/31/2015,Single Family,"1843 S DUNSMUIR AVE
",90019,10,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2027004014,01/31/2015,Single Family,"23314 W WINDOM ST
",91304,12,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5042020010,01/31/2015,Single Family,"1919 W ROCHESTER CIR
",90018,8,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4236015027,01/31/2015,Single Family,"3845 S MOORE ST
",90066,11,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2565014059,01/31/2015,Single Family,"10164 N SAMOA AVE
",91042,7,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
7349026008,01/31/2015,Single Family,"1638 W 215TH ST
",90501,15,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5049016055,01/31/2015,Single Family,"2517 S ALSACE AVE
",90016,10,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6016008007,01/31/2015,Single Family,"2044 W 65TH ST
",90047,8,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2784022018,01/31/2015,Multi-Family,"19213 W BRYANT ST
",91324,12,Fannie Mae,Byron Guillermo,818-534-4756,NULL,NULL,,NULL
5539006002,01/31/2015,Multi-Family,"4310 1 2 W WILLOW BROOK AVE
",90029,13,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5058021019,01/31/2015,Multi-Family,"1871 W 25TH ST
",90018,8,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5048009037,01/31/2015,Single Family,"2632 S SPAULDING AVE
",90016,10,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
7454005034,01/31/2015,Multi-Family,"618 W 9TH ST
",90731,15,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6005025011,01/31/2015,Single Family,"245 W 65TH ST
",90003,9,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4127014004,01/31/2015,Single Family,"7719 S HINDRY AVE
",90045,11,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2679004015,01/31/2015,Single Family,"10625 N DEBRA AVE
",91344,12,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4112014017,01/31/2015,Single Family,"8321 S CHASE AVE
",90045,11,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5456005028,01/31/2015,Single Family,"3395 1 2 N CAZADOR ST
",90065,1,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
7416027010,01/31/2015,Single Family,"620 N NEPTUNE AVE
",90744,15,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5034006020,02/01/2015,Single Family,"3841 S 6TH AVE
",90008,10,LOANCARE,DAWN TALAVERA,714-848-7928,Law Offices of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-848-7920
5535028024,02/01/2015,Single Family,"828 N OXFORD AVE
",90029,13,US BANK NATIONAL ASSOCIATION,JOEL DANIELS,714-848-7920,Law Offices of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-848-7920
2768024011,02/02/2015,Single Family,"17509 W SUNBURST ST
",91325,12,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6061003001,02/02/2015,Non-Residential,"10452 S VERMONT AVE
",90044,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4003004014,02/02/2015,Single Family,"4219 W 60TH ST
",90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2615010001,02/02/2015,Single Family,"14877 W CHATSWORTH DR
",91345,7,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,EEC CORP,Mark Maliczak,19655   Galeview DR  ROWLAND HEIGHTS CA 91748,562-697-9988
5209019001,02/02/2015,Single Family,"2743 N PARADISE DR
",90032,14,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2332017005,02/02/2015,Single Family,"6222 N BABCOCK AVE
",91606,2,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2423016018,02/02/2015,Single Family,"10742 W MOORPARK ST
",91602,4,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056,760-634-6589
5206004019,02/02/2015,Multi-Family,"2845 1 2 N GRIFFIN AVE
",90031,1,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2301002023,02/02/2015,Single Family,"8215 N ALLOTT AVE
",91402,6,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,EEC CORP,Mark Maliczak,19655   Galeview DR  ROWLAND HEIGHTS CA 91748,562-697-9988
6016004010,02/02/2015,Single Family,"1833 W 64TH ST
",90047,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4204019027,02/02/2015,Single Family,"3615 KALSMAN
",90016,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2305010055,02/02/2015,Single Family,"8041 N DAHA PL
",91605,2,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2563003009,02/02/2015,Single Family,"7744 W MCGROARTY ST
",91042,7,WILSHIRE BANK,RYAN PARK,213-427-7994,WILSHIRE BANK,RYAN PARK,3200   WILSHIRE BLVD 800 LOS ANGELES CA 90010,213-427-7994
2045011020,02/02/2015,Single Family,"23811 W AETNA ST
",91367,3,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2243016033,02/02/2015,Single Family,"5816 N NORWICH AVE
",91411,4,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4363007189,02/02/2015,Single Family,"10982 ROEBLING
",90024,5,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5535007006,02/02/2015,Single Family,"5337 W LEMON GROVE AVE
",90038,13,RoundPoint,Ebony Jackson,704-426-8874,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
5303004015,02/02/2015,Single Family,"4542 N HOMER ST
",90031,1,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5473044001,02/02/2015,Single Family,"2627 S MEDLOW AVE
",90041,14,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2715027031,02/02/2015,Single Family,"11100 N RESEDA BLVD
",91326,12,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5069014023,02/02/2015,Single Family,"1746 S SPAULDING AVE
",90019,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5522017016,02/02/2015,Single Family,"479 N ST ANDREWS PL
(30.094064451000065, -90.481674160999944)",90004,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6046004021,02/02/2015,Single Family,"9204 S HICKORY ST
",90002,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2582007030,02/02/2015,Single Family,"13924 W ALDERGROVE ST
",91342,7,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5585020005,02/02/2015,Multi-Family,"2333 1 2 N BEACHWOOD DR
",90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2028028019,02/02/2015,Single Family,"24048 W HIGHLANDER RD
",91307,12,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2660025011,02/02/2015,Single Family,"10030 N NORWICH AVE
",91345,7,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
7411022101,02/02/2015,Single Family,"26321 S VERMONT AVE
",90710,15,Cenlar FSB,ATHENA SANTOS,720-945-5431,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6072021019,02/02/2015,Single Family,"957 E 112TH ST
",90059,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS c/o Advantage Conveyance,Arron Nobel,1906   Irvine   Newport Beach CA 92660,949-294-8778
2216015030,02/02/2015,Single Family,"6939 N COSTELLO AVE
",91405,2,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
7346017002,02/02/2015,Single Family,"1564 W 221ST ST
",90501,15,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2505005004,02/02/2015,Single Family,"14690 W REX ST
",91342,7,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2227017001,02/02/2015,Single Family,"7349 N ALDEA AVE
",91406,6,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,Homeland Property Preservation And Inspection,Giwa Olatunji,859  N Fair Oaks AVE 305 PASADENA CA 91103,626-298-6847
2727022077,02/02/2015,Single Family,"9415 N FOX HILL
",91311,12,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,EEC CORP,Mark Maliczak,19655   Galeview DR  ROWLAND HEIGHTS CA 91748,562-697-9988
2246005014,02/02/2015,Single Family,"5922 N RANCHITO AVE
",91401,2,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013,818-636-9795
5084030027,02/02/2015,Multi-Family,"1238 S REDONDO BLVD
",90019,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6016003011,02/02/2015,Single Family,"2045 W 64TH ST
",90047,8,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835
5716012012,02/02/2015,Single Family,"812 N AVENUE
",90042,14,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4267033064,02/02/2015,Single Family,"1331 S WELLESLEY AVE
",90025,11,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453
