APN,Registered Date,Property Type,Property Address,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,compiled_address,compiled_lat,compiled_lng
6042017017,01/12/2015,Single Family,806 E 89TH ST ,90002,9,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,NULL,NULL,"",NULL,"90002, CA",33.948917388916016,-118.24713134765625
2701065021,01/12/2015,Single Family,20841 W VERCELLI WAY ,91326,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256,"91326, CA",34.28035354614258,-118.55609130859375
6075019017,01/12/2015,Single Family,609 W 109TH PL ,90044,8,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90044, CA",33.95302963256836,-118.29151153564453
6048011039,01/12/2015,Single Family,1450 E 101ST ST ,90002,15,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90002, CA",33.948917388916016,-118.24713134765625
2224010089,01/12/2015,Single Family,7045 N WOODLEY AVE ,91406,6,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91406, CA",34.19887924194336,-118.48970031738281
4122010022,01/12/2015,Single Family,8744 S LIBERATOR AVE ,90045,11,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90045, CA",33.95309829711914,-118.40119934082031
7413023069,01/12/2015,Single Family,1447 W PACIFIC COAST HWY ,90744,15,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Svcs c/o Priority 1 Property Preservation Inc,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,760-736-0067,"90744, CA",33.78234100341797,-118.26117706298828
2104010012,01/12/2015,Single Family,19127 W STAGG ST ,91335,3,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91335, CA",34.20128631591797,-118.54069519042969
2248008065,01/12/2015,Single Family,5009 N TILDEN AVE ,91403,4,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91403, CA",34.146663665771484,-118.46299743652344
2305021008,01/12/2015,Single Family,7632 N BELLAIRE AVE ,91605,2,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256,"91605, CA",34.207027435302734,-118.40074920654297
5069004033,01/12/2015,Single Family,1729 S GENESEE AVE ,90019,10,Reverse Mortgage Solutions,Teresa Boudreaux,281-404-7870,National Field Network,Andrew Sugrim,13743   Bear Valley RD  Moorpark CA 93021,732-276-5563,"90019, CA",34.048606872558594,-118.33881378173828
5532016047,01/12/2015,Single Family,1154 N SYCAMORE AVE ,90038,4,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90038, CA",34.088958740234375,-118.3266830444336
2307006012,01/12/2015,Single Family,7647 N EL CAPRICE AVE ,91605,2,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91605, CA",34.207027435302734,-118.40074920654297
6087014014,01/12/2015,Single Family,332 W 118TH ST ,90061,15,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90061, CA",33.92047882080078,-118.2740249633789
2676021006,01/12/2015,Single Family,16422 W KNAPP ST ,91343,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256,"91343, CA",34.238609313964844,-118.48091888427734
4383007012,01/12/2015,Single Family,9846 W PORTOLA DR ,90210,5,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"90210, CA",34.102294921875,-118.4146728515625
2603014020,01/12/2015,Single Family,15575 W EXCELSIOR ST ,91342,7,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91342, CA",34.347469329833984,-118.35269165039062
6035004016,01/12/2015,Single Family,2153 W 80TH ST ,90047,8,"Budget Funding I, LLC",Christi Miller,310-954-1601,Budget Mortgage Corp,Jerry Koury,1849   SAWTELLE BLVD 700 LOS ANGELES CA 90025,310-954-1650,"90047, CA",33.953941345214844,-118.30876922607422
4264026034,01/12/2015,Single Family,12124 W GOSHEN AVE ,90049,11,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90049, CA",34.086936950683594,-118.48825073242188
2307025004,01/12/2015,Single Family,7548 N VANTAGE AVE ,91605,2,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91605, CA",34.207027435302734,-118.40074920654297
5177029002,01/12/2015,Multi-Family,2506 1 2 E FOLSOM ST ,90033,14,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90033, CA",34.05023956298828,-118.21083068847656
6013016016,01/12/2015,Multi-Family,6521 S DENVER AVE ,90044,8,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90044, CA",33.95302963256836,-118.29151153564453
2378006011,01/12/2015,Single Family,3908 N VINELAND AVE ,91604,2,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256,"91604, CA",34.13962936401367,-118.3932113647461
2316012028,01/12/2015,Single Family,7532 N LEMP AVE ,91605,2,BANK OF NEW YORK MELLON AS TRUSTEE C/O SELECT PORTFOLIO SERVICING,CODE VIOLATION,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91605, CA",34.207027435302734,-118.40074920654297
2676013006,01/12/2015,Single Family,9401 N SWINTON AVE ,91343,12,Gree Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91343, CA",34.238609313964844,-118.48091888427734
2355018017,01/12/2015,Single Family,4856 N RADFORD AVE ,91607,2,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91607, CA",34.166542053222656,-118.3998031616211
2202006011,01/12/2015,Single Family,17401 W KESWICK ST ,91325,12,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"91325, CA",34.2368049621582,-118.51820373535156
2615027052,01/12/2015,Single Family,10841 N SHARP AVE ,91345,7,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256,"91345, CA",34.26637649536133,-118.4603042602539
4263015064,01/12/2015,Non-Residential,11547 ROCHESTER AVE ,90025,11,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90025, CA",34.04511260986328,-118.44671630859375
5426002008,01/12/2015,Single Family,1329 N SILVER LAKE BLVD ,90026,13,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90026, CA",34.07874298095703,-118.26375579833984
2707033030,01/12/2015,Single Family,11036 N LIMERICK AVE ,91311,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91311, CA",34.28568649291992,-118.60453033447266
6088024012,01/12/2015,Single Family,11817 S DENVER AVE ,90044,15,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90044, CA",33.95302963256836,-118.29151153564453
5569008028,01/12/2015,Single Family,2335 N JUPITER DR ,90046,4,Bank of America,Chad McLean,800-669-2443,SAFEGUARD PROPERTIES,MIRANDA KUBE,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"90046, CA",34.10723876953125,-118.36476135253906
5015019033,01/12/2015,Single Family,5111 S WILTON PL ,90062,8,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90062, CA",34.00339889526367,-118.308837890625
2504006043,01/12/2015,Single Family,14344 W FOOTHILL BLVD ,91342,7,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256,"91342, CA",34.347469329833984,-118.35269165039062
5188002048,01/12/2015,Single Family,3586 E LANFRANCO ST ,90063,14,Flora M Low,Flora Low,626-967-4302,foreclosure trustee,vicki hilton,920  S village oaks DR  covina CA 91724,626-967-4302,"90063, CA",34.0443000793457,-118.18507385253906
2028011023,01/12/2015,Single Family,6992 N PLATT AVE ,91307,12,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91307, CA",34.19843292236328,-118.69631958007812
5301013024,01/12/2015,Single Family,525 E REDFIELD AVE ,90042,14,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90042, CA",34.11512756347656,-118.19194793701172
6033021037,01/12/2015,Single Family,8021 S VERMONT AVE ,90044,8,Fannie Mae,Michele Todd,972-656-8507,Boardwalk Properties,Mike Potier,3948   Atlantic AVE  Long Beach CA 90807,562-424-0333,"90044, CA",33.95302963256836,-118.29151153564453
2535026010,01/12/2015,Single Family,13073 W JOUETT ST ,91331,7,Budget Finance Company,Christi Miller,310-954-1601,Budget Mortgage Corp,Jerry Koury,1849   SAWTELLE BLVD 700 LOS ANGELES CA 90025,310-954-1650,"91331, CA",34.25545120239258,-118.4202880859375
2662024005,01/12/2015,Single Family,15733 W CHATSWORTH ST ,91344,12,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91344, CA",34.29195785522461,-118.50615692138672
5451005005,01/12/2015,Single Family,124 E AVENUE ,90031,1,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90031, CA",34.08000946044922,-118.21200561523438
2216001055,01/12/2015,Single Family,14001 W LEADWELL ST ,91405,2,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91405, CA",34.20113754272461,-118.44793701171875
4377025032,01/12/2015,Single Family,1991 N STRADELLA ROAD ,90077,5,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90077, CA",34.10498046875,-118.45551300048828
2544031003,01/12/2015,Single Family,9045 N WILDWOOD AVE ,91352,7,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"91352, CA",34.2303352355957,-118.35372924804688
4003020005,01/12/2015,Single Family,4420 W 62ND ST ,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90043, CA",33.98872375488281,-118.33509063720703
5110024023,01/12/2015,Multi-Family,133 W 51ST ST ,90037,9,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90037, CA",34.00276184082031,-118.28748321533203
5432017006,01/12/2015,Single Family,2458 N MORENO DR ,90039,4,Reverse Mortgage Solutions,Teresa Boudreaux,281-404-7870,Pacific Property Preservation Services,Ed Hurley,13743   Bear Valley RD  Moorpark CA 93021,805-732-6596,"90039, CA",34.1123161315918,-118.26122283935547
2653022002,01/12/2015,Single Family,14909 W COMMUNITY ST ,91402,6,SUNWEST MORTGAGE,CELESTINE LEWIS,800-453-7884,NULL,NULL,"",NULL,"91402, CA",34.224239349365234,-118.44468688964844
2427001006,01/12/2015,Single Family,3435 N ADINA DR ,90068,4,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90068, CA",34.12809753417969,-118.3287353515625
2669025015,01/12/2015,Single Family,15814 W SEPTO ST ,91343,12,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"91343, CA",34.238609313964844,-118.48091888427734
5442023024,01/12/2015,Multi-Family,2917 N COOLIDGE AVE ,90039,13,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90039, CA",34.1123161315918,-118.26122283935547
5469016005,01/12/2015,Single Family,446 N AVENUE ,90042,1,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90042, CA",34.11512756347656,-118.19194793701172
2701063195,01/12/2015,Single Family,20162 N LIVORNO WAY ,91326,12,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91326, CA",34.28035354614258,-118.55609130859375
2355006023,01/12/2015,Multi-Family,11850 W MAGNOLIA BLVD ,91607,2,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91607, CA",34.166542053222656,-118.3998031616211
2712006018,01/12/2015,Single Family,17456 W LUDLOW ST ,91344,12,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91344, CA",34.29195785522461,-118.50615692138672
2546004012,01/12/2015,Non-Residential,08704 APPERSON ST ,91040,7,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"91040, CA",34.274986267089844,-118.31769561767578
2038018001,01/12/2015,Single Family,6601 N DANNYBOYAR AVE ,91307,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91307, CA",34.19843292236328,-118.69631958007812
2114003210,01/12/2015,Single Family,20213 W KESWICK ST ,91306,3,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"91306, CA",34.210113525390625,-118.57591247558594
2604013017,01/12/2015,Single Family,15600 W COBALT ST ,91342,7,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91342, CA",34.347469329833984,-118.35269165039062
5478011026,01/12/2015,Single Family,5241 E BALTIMORE ST ,90042,1,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90042, CA",34.11512756347656,-118.19194793701172
5034017059,01/12/2015,Multi-Family,3898 S 3RD AVE ,90008,10,"DLJ Mortgage Capital, as Trustee, c/o Select Portfolio Servicing",CODE VIOLATIONS,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90008, CA",34.00904083251953,-118.34813690185547
2246030023,01/12/2015,Non-Residential,13935 BURBANK BLVD ,91401,2,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91401, CA",34.17808151245117,-118.4315185546875
4110003064,01/12/2015,Single Family,7401 S SEPULVEDA BLVD ,90045,11,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90045, CA",33.95309829711914,-118.40119934082031
6061012021,01/12/2015,Single Family,733 W 105TH ST ,90044,8,Gree Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90044, CA",33.95302963256836,-118.29151153564453
2265008026,01/12/2015,Single Family,4728 N VESPER AVE ,91403,4,PHH Mortgage Corporation,Michele Steward,856-917-4036,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91403, CA",34.146663665771484,-118.46299743652344
2233003043,01/12/2015,Single Family,6558 N WHITMAN AVE ,91406,6,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91406, CA",34.19887924194336,-118.48970031738281
5029011005,01/12/2015,Single Family,3826 S CARMONA AVE ,90008,10,Budget Finance Company,Christi Miller,310-954-1601,Budget Mortgage Corp,Jerry Koury,1849   SAWTELLE BLVD 700 LOS ANGELES CA 90025,310-954-1650,"90008, CA",34.00904083251953,-118.34813690185547
2653004156,01/12/2015,Single Family,8805 N CEDROS AVE ,91402,6,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91402, CA",34.224239349365234,-118.44468688964844
4332023046,01/12/2015,Single Family,8612 W WHITWORTH DR ,90035,5,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90035, CA",34.0518684387207,-118.3838119506836
5018017002,01/12/2015,Multi-Family,806 W 50TH ST ,90037,9,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90037, CA",34.00276184082031,-118.28748321533203
4006017004,01/12/2015,Single Family,3327 W 67TH ST ,90043,8,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90043, CA",33.98872375488281,-118.33509063720703
2044011021,01/12/2015,Single Family,5342 N MELGRE AVE ,91367,3,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91367, CA",34.176387786865234,-118.61597442626953
2690015017,01/12/2015,Single Family,17211 W RAYMER ST ,91325,12,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91325, CA",34.2368049621582,-118.51820373535156
4382025072,01/12/2015,Single Family,2711 ANGELO DR ,90077,5,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90077, CA",34.10498046875,-118.45551300048828
5174014045,01/12/2015,Multi-Family,114 N BAILEY ST ,90033,14,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90033, CA",34.05023956298828,-118.21083068847656
2265017026,01/12/2015,Single Family,4507 N CALHOUN AVE ,91423,4,OCWEN FINANCIAL CORPORATION,PROPERTY REGISTRATION,319-236-5249,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91423, CA",34.14839553833008,-118.43264770507812
2782029004,01/12/2015,Single Family,19925 W LONDELIUS ST ,91324,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256,"91324, CA",34.238487243652344,-118.55023193359375
5213028014,01/12/2015,Single Family,3206 N BETTY DR ,90032,14,Bank of America,Chad McLean,800-669-2443,SAFEGUARD PROPERTIES,MIRANDA KUBE,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"90032, CA",34.080570220947266,-118.17868041992188
2151016044,01/12/2015,Single Family,20570 W CALIFA ST ,91367,3,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"91367, CA",34.176387786865234,-118.61597442626953
4325015010,01/12/2015,Single Family,10821 W WILKINS AVE ,90024,5,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90024, CA",34.06529235839844,-118.43501281738281
6059002011,01/12/2015,Single Family,10202 S HOBART BLVD ,90047,8,Green Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453,"90047, CA",33.953941345214844,-118.30876922607422
2747014117,01/12/2015,Single Family,10030 OWENSMOUTH ,91311,12,Green Tree Servicing,Vacant Registration,855-447-7486,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91311, CA",34.28568649291992,-118.60453033447266
5075038020,01/12/2015,Single Family,1657 W 20TH ST ,90007,1,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90007, CA",34.02779006958008,-118.28510284423828
2582007012,01/12/2015,Single Family,13733 W KINBROOK ST ,91342,7,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256,"91342, CA",34.347469329833984,-118.35269165039062
5211016044,01/12/2015,Single Family,3828 E MANITOU PL ,90031,1,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90031, CA",34.08000946044922,-118.21200561523438
4005016020,01/12/2015,Single Family,5911 S 5TH AVE ,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90043, CA",33.98872375488281,-118.33509063720703
6019002001,01/12/2015,Single Family,7314 S NORMANDIE AVE ,90044,8,Bank of America,Joan Duffy,818-285-5230,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90044, CA",33.95302963256836,-118.29151153564453
4007013013,01/12/2015,Single Family,6326 S 6TH AVE ,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90043, CA",33.98872375488281,-118.33509063720703
5191009001,01/13/2015,Single Family,1111 S MIRASOL ST ,90023,14,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"90023, CA",34.02170181274414,-118.20044708251953
5006004019,01/13/2015,Single Family,5708 S VICTORIA AVE ,90043,8,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90043, CA",33.98872375488281,-118.33509063720703
2337015024,01/13/2015,Multi-Family,11255 W EMELITA ST ,91601,2,U.S. Bank NA C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"91601, CA",34.1682014465332,-118.37205505371094
2421009029,01/13/2015,Single Family,10856 MORRISON ,91601,2,Wilmington Trust C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060,"91601, CA",34.1682014465332,-118.37205505371094
5016002014,01/13/2015,Single Family,1517 W 45TH ST ,90062,8,LOANCARE,DAWN TALAVERA,714-848-7928,Law Offices of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-848-7920,"90062, CA",34.00339889526367,-118.308837890625
