DISTRICT,AIN,ASSESSED VALUE,ADDRESS,FIRST_OWNER_NAME,,compiled_address,compiled_lat,compiled_lng
13,5424010901,"$99,490",1463   ANGELUS AVE   LOS ANGELES CA 900260000,L A CITY,"34.0852814,-118.268898,1463   ANGELUS AVE   LOS ANGELES CA 900260000,""1463 Angelus Ave, Los Angeles, CA 90026"",","1463 Angelus Ave, Los Angeles, CA 90026",34.08528137207031,-118.2688980102539
11,4129007909,"$34,579",147   BEAUMONT ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9429626,-118.440155,147   BEAUMONT ST   PLAYA DEL REY CA 902930000,""147 Beaumont St, Los Angeles, CA 90293"",","147 Beaumont St, Los Angeles, CA 90293",33.942962646484375,-118.44015502929688
15,7440006932,"$39,848",147 N AVALON BLVD   LOS ANGELES CA 907440000,L A CITY,"33.7710419,-118.2621002,147 N AVALON BLVD   LOS ANGELES CA 907440000,""147 N Avalon Blvd, Los Angeles, CA 90744"",","147 N Avalon Blvd, Los Angeles, CA 90744",33.77104187011719,-118.26210021972656
14,5172007920,$0,147 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,147 S CLARENCE ST   LOS ANGELES CA 900330000,""147 S Clarence St, Los Angeles, CA 90033"",","147 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
4,5512007904,"$29,198",147 S GARDNER ST   LOS ANGELES CA 900360000,L A CITY,"34.0721664,-118.3534927,147 S GARDNER ST   LOS ANGELES CA 900360000,""147 S Gardner St, Los Angeles, CA 90036"",","147 S Gardner St, Los Angeles, CA 90036",34.072166442871094,-118.3534927368164
6,2210021902,"$63,522",14746   BLYTHE ST   LOS ANGELES CA 914020000,L A CITY,"34.2149086,-118.4545135,14746   BLYTHE ST   LOS ANGELES CA 914020000,""14746 Blythe St, Los Angeles, CA 91402"",","14746 Blythe St, Los Angeles, CA 91402",34.214908599853516,-118.45451354980469
6,2210021901,"$66,774",14750   BLYTHE ST   LOS ANGELES CA 914020000,CITY OF LOS ANGELES,"34.2149086,-118.4547195,14750   BLYTHE ST   LOS ANGELES CA 914020000,""14750 Blythe St, Los Angeles, CA 91402"",","14750 Blythe St, Los Angeles, CA 91402",34.214908599853516,-118.45471954345703
14,5172007921,$0,148 S UTAH ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,148 S UTAH ST   LOS ANGELES CA 900330000,""148 S Utah St, Los Angeles, CA 90033"",","148 S Utah St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
4,2275017900,"$220,600",14854   VALLEY VISTA BLVD   LOS ANGELES CA 914030000,L A CITY,"34.1459961,-118.4575806,14854   VALLEY VISTA BLVD   LOS ANGELES CA 914030000,""14854 Valley Vista Blvd, Los Angeles, CA 91403"",","14854 Valley Vista Blvd, Los Angeles, CA 91403",34.14599609375,-118.45758056640625
14,5172007922,$0,149 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,149 S CLARENCE ST   LOS ANGELES CA 900330000,""149 S Clarence St, Los Angeles, CA 90033"",","149 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
15,7351025901,$0,1490   TORRANCE BLVD   LOS ANGELES CA 905010000,L A CITY,"33.8415794,-118.3036041,1490   TORRANCE BLVD   LOS ANGELES CA 905010000,""1490 Torrance Blvd, Los Angeles, CA 90501"",","1490 Torrance Blvd, Los Angeles, CA 90501",33.84157943725586,-118.30360412597656
6,2221021900,"$61,093",14959   SHERMAN WAY   LOS ANGELES CA 914050000,L A CITY DEPT OF WATER AND POWER,"34.2017708,-118.4590836,14959   SHERMAN WAY   LOS ANGELES CA 914050000,""14959 Sherman Way, Los Angeles, CA 91405"",","14959 Sherman Way, Los Angeles, CA 91405",34.2017707824707,-118.4590835571289
11,4129015904,"$77,746",150   EPINARD ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9402924,-118.4388046,150   EPINARD ST   PLAYA DEL REY CA 902930000,""150 Epinard St, Los Angeles, CA 90293"",","150 Epinard St, Los Angeles, CA 90293",33.94029235839844,-118.43880462646484
14,5161013905,"$8,005,711",150 N LOS ANGELES ST   LOS ANGELES CA 900120000,L A CITY,"34.0514679,-118.2412186,150 N LOS ANGELES ST   LOS ANGELES CA 900120000,""150 N Los Angeles St, Los Angeles, CA 90012"",","150 N Los Angeles St, Los Angeles, CA 90012",34.05146789550781,-118.24121856689453
14,5172007923,$0,150 S UTAH ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,150 S UTAH ST   LOS ANGELES CA 900330000,""150 S Utah St, Los Angeles, CA 90033"",","150 S Utah St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
15,7412026914,$0,1500 N GAFFEY ST   LOS ANGELES CA 907310000,L A CITY,"33.7574501,-118.2919922,1500 N GAFFEY ST   LOS ANGELES CA 907310000,""1500 N Gaffey St, Los Angeles, CA 90731"",","1500 N Gaffey St, Los Angeles, CA 90731",33.757450103759766,-118.2919921875
14,5171001904,"$38,294",1500 W 4TH ST   LOS ANGELES CA 900170000,L A CITY HOUSING AUTHORITY,"34.0572155,-118.265995,1500 W 4TH ST   LOS ANGELES CA 900170000,""1500 W 4th St, Los Angeles, CA 90017"",","1500 W 4th St, Los Angeles, CA 90017",34.05721552670002,-118.2659950107336
15,6048012930,"$21,159",1501 E 103RD ST   LOS ANGELES CA 900020000,COMMUNITY REDEVELOPMENT AGENCY,"33.943573,-118.247963,1501 E 103RD ST   LOS ANGELES CA 900020000,""1501 E 103rd St, Los Angeles, CA 90002"",","1501 E 103rd St, Los Angeles, CA 90002",33.943572998046875,-118.24796295166016
9,5117013900,"$586,653",1501 E 41ST ST   LOS ANGELES CA 900110000,L A CITY,"34.0094948,-118.247612,1501 E 41ST ST   LOS ANGELES CA 900110000,""1501 E 41st St, Los Angeles, CA 90011"",","1501 E 41st St, Los Angeles, CA 90011",34.00949478149414,-118.24761199951172
11,4423028900,"$116,430",15045 W SUNSET BLVD   LOS ANGELES CA 902720000,L A CITY,"34.0450211,-118.5224457,15045 W SUNSET BLVD   LOS ANGELES CA 902720000,""15045 W Sunset Blvd, Los Angeles, CA 90272"",","15045 W Sunset Blvd, Los Angeles, CA 90272",34.045021057128906,-118.52244567871094
14,5171001906,"$60,843",1506 W 4TH ST   LOS ANGELES CA 900170000,L A CITY HOUSING AUTHORITY,"34.0572745,-118.2660654,1506 W 4TH ST   LOS ANGELES CA 900170000,""1506 W 4th St, Los Angeles, CA 90017"",","1506 W 4th St, Los Angeles, CA 90017",34.05727453529835,-118.26606541872025
14,5172007924,$0,151 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,151 S CLARENCE ST   LOS ANGELES CA 900330000,""151 S Clarence St, Los Angeles, CA 90033"",","151 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
14,5132029907,$0,1511   GRIFFITH AVE   LOS ANGELES CA 900210000,LACMTA,"34.0284805,-118.2516022,1511   GRIFFITH AVE   LOS ANGELES CA 900210000,""1511 Griffith Ave, Los Angeles, CA 90021"",","1511 Griffith Ave, Los Angeles, CA 90021",34.028480529785156,-118.25160217285156
14,5171001901,"$13,456",1512 W 4TH ST   LOS ANGELES CA 900170000,L A CITY HOUSING AUTHORITY,"34.0573329,-118.2661352,1512 W 4TH ST   LOS ANGELES CA 900170000,""1512 W 4th St, Los Angeles, CA 90017"",","1512 W 4th St, Los Angeles, CA 90017",34.05733287334442,-118.26613515615463
13,5542015900,"$79,904",1514 N VERMONT AVE   LOS ANGELES CA 900270000,LACMTA,"34.0986366,-118.2913818,1514 N VERMONT AVE   LOS ANGELES CA 900270000,""1514 N Vermont Ave, Los Angeles, CA 90027"",","1514 N Vermont Ave, Los Angeles, CA 90027",34.098636627197266,-118.2913818359375
8,5036025902,"$8,575",1514 W 39TH ST   LOS ANGELES CA 900620000,L A CITY,"34.0144272,-118.3073502,1514 W 39TH ST   LOS ANGELES CA 900620000,""1514 W 39th St, Los Angeles, CA 90062"",","1514 W 39th St, Los Angeles, CA 90062",34.014427185058594,-118.3073501586914
14,5171001903,"$28,082",1514 W 4TH ST   LOS ANGELES CA 900170000,L A CITY HOUSING AUTHORITY,"34.057353,-118.2661586,1514 W 4TH ST   LOS ANGELES CA 900170000,""1514 W 4th St, Los Angeles, CA 90017"",","1514 W 4th St, Los Angeles, CA 90017",34.05735298991203,-118.26615862548351
1,5445031901,$0,1515 N SAN FERNANDO RD   LOS ANGELES CA 900650000,LACMTA,"34.0966789,-118.2325371,1515 N SAN FERNANDO RD   LOS ANGELES CA 900650000,""1515 N San Fernando Rd, Los Angeles, CA 90065"",","1515 N San Fernando Rd, Los Angeles, CA 90065",34.096678867936134,-118.23253713548183
11,4262001900,"$48,668",1516   BARRY AVE   LOS ANGELES CA 900250000,L A CITY,"34.0447006,-118.4550095,1516   BARRY AVE   LOS ANGELES CA 900250000,""1516 Barry Ave, Los Angeles, CA 90025"",","1516 Barry Ave, Los Angeles, CA 90025",34.044700622558594,-118.45500946044922
14,5172007925,$0,152 S UTAH ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,152 S UTAH ST   LOS ANGELES CA 900330000,""152 S Utah St, Los Angeles, CA 90033"",","152 S Utah St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
11,4412027902,"$35,603",15206   EARLHAM ST   LOS ANGELES CA 902720000,L A CITY,"34.036129,-118.5254364,15206   EARLHAM ST   LOS ANGELES CA 902720000,""15206 Earlham St, Los Angeles, CA 90272"",","15206 Earlham St, Los Angeles, CA 90272",34.036128997802734,-118.52543640136719
11,4261003900,"$111,688",1526   BUTLER AVE   LOS ANGELES CA 900250000,L A CITY,"34.0461159,-118.4519653,1526   BUTLER AVE   LOS ANGELES CA 900250000,""1526 Butler Ave, Los Angeles, CA 90025"",","1526 Butler Ave, Los Angeles, CA 90025",34.04611587524414,-118.45196533203125
14,5171001900,"$52,020",1526 W 4TH ST   LOS ANGELES CA 900170000,L A CITY HOUSING AUTHORITY,"34.0576507,-118.266512,1526 W 4TH ST   LOS ANGELES CA 900170000,""1526 W 4th St, Los Angeles, CA 90017"",","1526 W 4th St, Los Angeles, CA 90017",34.057650715112686,-118.26651200652122
14,5171001902,"$7,688",1526 W 4TH ST   LOS ANGELES CA 900170000,L A CITY HOUSING AUTHORITY,"34.0576507,-118.266512,1526 W 4TH ST   LOS ANGELES CA 900170000,""1526 W 4th St, Los Angeles, CA 90017"",","1526 W 4th St, Los Angeles, CA 90017",34.057650715112686,-118.26651200652122
14,5172007926,$0,153 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,153 S CLARENCE ST   LOS ANGELES CA 900330000,""153 S Clarence St, Los Angeles, CA 90033"",","153 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
11,4412011902,"$183,600",15329   DE PAUW ST   LOS ANGELES CA 902720000,L A CITY,"34.0399971,-118.5267029,15329   DE PAUW ST   LOS ANGELES CA 902720000,""15329 De Pauw St, Los Angeles, CA 90272"",","15329 De Pauw St, Los Angeles, CA 90272",34.03999710083008,-118.52670288085938
6,2242001903,"$3,121,200",15330   ERWIN ST   LOS ANGELES CA 914110000,LACMTA,"34.1825714,-118.4686127,15330   ERWIN ST   LOS ANGELES CA 914110000,""15330 Erwin St, Los Angeles, CA 91411"",","15330 Erwin St, Los Angeles, CA 91411",34.18257141113281,-118.46861267089844
11,4412011901,"$185,711",15333   DE PAUW ST   LOS ANGELES CA 902720000,L A CITY,"34.0400963,-118.5268402,15333   DE PAUW ST   LOS ANGELES CA 902720000,""15333 De Pauw St, Los Angeles, CA 90272"",","15333 De Pauw St, Los Angeles, CA 90272",34.040096282958984,-118.52684020996094
7,2664007901,"$44,832",15345   SAN FERNANDO MISSION BLVD   LOS ANGELES CA 913450000,L A CITY,"34.272522,-118.4666214,15345   SAN FERNANDO MISSION BLVD   LOS ANGELES CA 913450000,""15345 San Fernando Mission Blvd, Los Angeles, CA 91345"",","15345 San Fernando Mission Blvd, Los Angeles, CA 91345",34.27252197265625,-118.46662139892578
11,4261004900,"$63,143",1536   PURDUE AVE   LOS ANGELES CA 900250000,L A CITY,"34.0464859,-118.4508896,1536   PURDUE AVE   LOS ANGELES CA 900250000,""1536 Purdue Ave, Los Angeles, CA 90025"",","1536 Purdue Ave, Los Angeles, CA 90025",34.046485900878906,-118.45088958740234
1,5204004901,"$73,004",154 S AVENUE 24   LOS ANGELES CA 900310000,L A CITY,"34.0743446,-118.2165833,154 S AVENUE 24   LOS ANGELES CA 900310000,""154 S Avenue 24, Los Angeles, CA 90031"",","154 S Avenue 24, Los Angeles, CA 90031",34.074344635009766,-118.21658325195312
14,5172007927,$0,154 S UTAH ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,154 S UTAH ST   LOS ANGELES CA 900330000,""154 S Utah St, Los Angeles, CA 90033"",","154 S Utah St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
13,5159015900,"$189,177",1544   COLTON ST   LOS ANGELES CA 900260000,L A CITY,"34.0641365,-118.261734,1544   COLTON ST   LOS ANGELES CA 900260000,""1544 Colton St, Los Angeles, CA 90026"",","1544 Colton St, Los Angeles, CA 90026",34.06413650512695,-118.26173400878906
13,5547018901,"$138,334",1548   SCHRADER BLVD   LOS ANGELES CA 900280000,L A CITY,"34.0989418,-118.3328857,1548   SCHRADER BLVD   LOS ANGELES CA 900280000,""1548 Schrader Blvd, Los Angeles, CA 90028"",","1548 Schrader Blvd, Los Angeles, CA 90028",34.098941802978516,-118.3328857421875
11,4129014907,"$44,185",155   EPINARD ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9410324,-118.4399185,155   EPINARD ST   PLAYA DEL REY CA 902930000,""155 Epinard St, Los Angeles, CA 90293"",","155 Epinard St, Los Angeles, CA 90293",33.94103240966797,-118.4399185180664
14,5172007928,$0,155 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,155 S CLARENCE ST   LOS ANGELES CA 900330000,""155 S Clarence St, Los Angeles, CA 90033"",","155 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
6,2654018900,"$852,015",15518   PARTHENIA ST   LOS ANGELES CA 913430000,HOUSING AUTHORITY OF THE CITY,"34.2280273,-118.4704437,15518   PARTHENIA ST   LOS ANGELES CA 913430000,""15518 Parthenia St, Los Angeles, CA 91343"",","15518 Parthenia St, Los Angeles, CA 91343",34.22802734375,-118.47044372558594
9,5105003905,"$202,379",1553 E 54TH ST   LOS ANGELES CA 900110000,L A CITY,"33.9943619,-118.2466583,1553 E 54TH ST   LOS ANGELES CA 900110000,""1553 E 54th St, Los Angeles, CA 90011"",","1553 E 54th St, Los Angeles, CA 90011",33.994361877441406,-118.24665832519531
14,5172007929,$0,156 S UTAH ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,156 S UTAH ST   LOS ANGELES CA 900330000,""156 S Utah St, Los Angeles, CA 90033"",","156 S Utah St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
14,5689028905,$0,1560   YOSEMITE DR   LOS ANGELES CA 900410000,L A CITY HOUSING AUTHORITY,"34.1319351,-118.2002029,1560   YOSEMITE DR   LOS ANGELES CA 900410000,""1560 Yosemite Dr, Los Angeles, CA 90041"",","1560 Yosemite Dr, Los Angeles, CA 90041",34.131935119628906,-118.20020294189453
8,5036026911,"$35,700",1560 W 39TH ST   LOS ANGELES CA 900620000,L A CITY,"34.0144005,-118.3083878,1560 W 39TH ST   LOS ANGELES CA 900620000,""1560 W 39th St, Los Angeles, CA 90062"",","1560 W 39th St, Los Angeles, CA 90062",34.014400482177734,-118.30838775634766
14,5172007930,$0,157 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,157 S CLARENCE ST   LOS ANGELES CA 900330000,""157 S Clarence St, Los Angeles, CA 90033"",","157 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
14,5172007931,$0,158 S UTAH ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,158 S UTAH ST   LOS ANGELES CA 900330000,""158 S Utah St, Los Angeles, CA 90033"",","158 S Utah St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
14,5172007932,$0,159 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,159 S CLARENCE ST   LOS ANGELES CA 900330000,""159 S Clarence St, Los Angeles, CA 90033"",","159 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
8,6074009923,"$184,446",159 W 108TH ST   LOS ANGELES CA 900610000,L A CITY,"33.9387703,-118.2750473,159 W 108TH ST   LOS ANGELES CA 900610000,""159 W 108th St, Los Angeles, CA 90061"",","159 W 108th St, Los Angeles, CA 90061",33.93877029418945,-118.2750473022461
14,5171001907,"$65,043",1600 E 4TH ST   LOS ANGELES CA 900330000,L A CITY,"34.0426292,-118.2223892,1600 E 4TH ST   LOS ANGELES CA 900330000,""1600 E 4th St, Los Angeles, CA 90033"",","1600 E 4th St, Los Angeles, CA 90033",34.04262924194336,-118.2223892211914
15,6048013927,"$435,743",1601 E 103RD ST   LOS ANGELES CA 900020000,COMMUNITY REDEVELOPMENT AGENCY,"33.9437561,-118.2455597,1601 E 103RD ST   LOS ANGELES CA 900020000,""1601 E 103rd St, Los Angeles, CA 90002"",","1601 E 103rd St, Los Angeles, CA 90002",33.943756103515625,-118.24555969238281
14,5167010901,"$146,440",1601 S SANTA FE AVE   LOS ANGELES CA 900210000,L A CITY,"34.025341,-118.2304153,1601 S SANTA FE AVE   LOS ANGELES CA 900210000,""1601 S Santa Fe Ave, Los Angeles, CA 90021"",","1601 S Santa Fe Ave, Los Angeles, CA 90021",34.02534103393555,-118.23041534423828
1,5142013913,"$321,480",1601 W 7TH ST   LOS ANGELES CA 900170000,L A CITY,"34.0542641,-118.271286,1601 W 7TH ST   LOS ANGELES CA 900170000,""1601 W 7th St, Los Angeles, CA 90017"",","1601 W 7th St, Los Angeles, CA 90017",34.054264068603516,-118.27128601074219
14,5172007933,$0,161 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,161 S CLARENCE ST   LOS ANGELES CA 900330000,""161 S Clarence St, Los Angeles, CA 90033"",","161 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
11,4261013900,"$104,645",1615   COLBY AVE   LOS ANGELES CA 900250000,L A CITY,"34.0445099,-118.4527664,1615   COLBY AVE   LOS ANGELES CA 900250000,""1615 Colby Ave, Los Angeles, CA 90025"",","1615 Colby Ave, Los Angeles, CA 90025",34.04450988769531,-118.45276641845703
14,5171001910,"$89,633",1616 E 4TH ST   LOS ANGELES CA 900330000,L A CITY,"34.0426483,-118.2221375,1616 E 4TH ST   LOS ANGELES CA 900330000,""1616 E 4th St, Los Angeles, CA 90033"",","1616 E 4th St, Los Angeles, CA 90033",34.04264831542969,-118.22213745117188
14,5171001911,"$123,583",1620 E 4TH ST   LOS ANGELES CA 900330000,L A CITY,"34.0426559,-118.2220383,1620 E 4TH ST   LOS ANGELES CA 900330000,""1620 E 4th St, Los Angeles, CA 90033"",","1620 E 4th St, Los Angeles, CA 90033",34.04265594482422,-118.22203826904297
14,5171001908,"$141,969",1622 E 4TH ST   LOS ANGELES CA 900330000,L A CITY,"34.0426636,-118.2219391,1622 E 4TH ST   LOS ANGELES CA 900330000,""1622 E 4th St, Los Angeles, CA 90033"",","1622 E 4th St, Los Angeles, CA 90033",34.04266357421875,-118.22193908691406
11,4129007908,"$40,342",163   BEAUMONT ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9428902,-118.4398041,163   BEAUMONT ST   PLAYA DEL REY CA 902930000,""163 Beaumont St, Los Angeles, CA 90293"",","163 Beaumont St, Los Angeles, CA 90293",33.94289016723633,-118.43980407714844
14,5172007934,$0,163 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,163 S CLARENCE ST   LOS ANGELES CA 900330000,""163 S Clarence St, Los Angeles, CA 90033"",","163 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
6,2205004902,$0,16303   WATERMAN DR   LOS ANGELES CA 914060000,L A CITY AIRPORT,"34.2141991,-118.4893341,16303   WATERMAN DR   LOS ANGELES CA 914060000,""16303 Waterman Dr, Los Angeles, CA 91406"",","16303 Waterman Dr, Los Angeles, CA 91406",34.21419906616211,-118.48933410644531
13,5547016908,"$127,271",1633   WILCOX AVE   LOS ANGELES CA 900280000,L A CITY,"34.1007347,-118.3314285,1633   WILCOX AVE   LOS ANGELES CA 900280000,""1633 Wilcox Ave, Los Angeles, CA 90028"",","1633 Wilcox Ave, Los Angeles, CA 90028",34.10073471069336,-118.33142852783203
4,5555032900,"$15,109",1635   LAUREL CANYON BLVD   LOS ANGELES CA 900460000,L A CITY,"34.1009293,-118.3656082,1635   LAUREL CANYON BLVD   LOS ANGELES CA 900460000,""1635 Laurel Canyon Blvd, Los Angeles, CA 90046"",","1635 Laurel Canyon Blvd, Los Angeles, CA 90046",34.100929260253906,-118.36560821533203
8,6037001900,"$40,983",1636 W MANCHESTER AVE   LOS ANGELES CA 900470000,L A CITY,"33.9596634,-118.3059845,1636 W MANCHESTER AVE   LOS ANGELES CA 900470000,""1636 W Manchester Ave, Los Angeles, CA 90047"",","1636 W Manchester Ave, Los Angeles, CA 90047",33.95966339111328,-118.30598449707031
6,2689022901,"$827,463",16360   ROSCOE BLVD   LOS ANGELES CA 914060000,L A CITY,"34.2206497,-118.4908066,16360   ROSCOE BLVD   LOS ANGELES CA 914060000,""16360 Roscoe Blvd, Los Angeles, CA 91343"",","16360 Roscoe Blvd, Los Angeles, CA 91343",34.22064971923828,-118.49080657958984
13,5547016907,"$127,271",1637   WILCOX AVE   LOS ANGELES CA 900280000,L A CITY,"34.1008987,-118.3314285,1637   WILCOX AVE   LOS ANGELES CA 900280000,""1637 Wilcox Ave, Los Angeles, CA 90028"",","1637 Wilcox Ave, Los Angeles, CA 90028",34.10089874267578,-118.33142852783203
13,5547016909,"$150,181",1638 N HUDSON AVE   LOS ANGELES CA 900280000,L A CITY,"34.100811,-118.3320618,1638 N HUDSON AVE   LOS ANGELES CA 900280000,""1638 N Hudson Ave, Los Angeles, CA 90028"",","1638 N Hudson Ave, Los Angeles, CA 90028",34.10081100463867,-118.33206176757812
6,2224001901,"$762,138",16425   VANOWEN ST   LOS ANGELES CA 914060000,L A CITY,"34.1958694,-118.4892273,16425   VANOWEN ST   LOS ANGELES CA 914060000,""16425 Vanowen St, Los Angeles, CA 91406"",","16425 Vanowen St, Los Angeles, CA 91406",34.19586944580078,-118.48922729492188
11,4261012903,"$417,573",1643   BUTLER AVE   LOS ANGELES CA 900250000,L A CITY,"34.0439301,-118.4509506,1643   BUTLER AVE   LOS ANGELES CA 900250000,""1643 Butler Ave, Los Angeles, CA 90025"",","1643 Butler Ave, Los Angeles, CA 90025",34.04393005371094,-118.4509506225586
13,5153012901,"$258,114",1644   BEVERLY BLVD   LOS ANGELES CA 900260000,L A CITY,"34.063736,-118.2646179,1644   BEVERLY BLVD   LOS ANGELES CA 900260000,""1644 Beverly Blvd, Los Angeles, CA 90026"",","1644 Beverly Blvd, Los Angeles, CA 90026",34.06373596191406,-118.26461791992188
15,6069011901,"$49,523",1647 E 111TH ST   LOS ANGELES CA 900590000,L A CITY HOUSING AUTHORITY,"33.935112,-118.2444382,1647 E 111TH ST   LOS ANGELES CA 900590000,""1647 E 111th St, Los Angeles, CA 90059"",","1647 E 111th St, Los Angeles, CA 90059",33.93511199951172,-118.24443817138672
13,5153012900,"$139,049",1648   BEVERLY BLVD   LOS ANGELES CA 900260000,L A CITY,"34.0638046,-118.2647629,1648   BEVERLY BLVD   LOS ANGELES CA 900260000,""1648 Beverly Blvd, Los Angeles, CA 90026"",","1648 Beverly Blvd, Los Angeles, CA 90026",34.063804626464844,-118.26476287841797
14,5172007935,$0,165 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,165 S CLARENCE ST   LOS ANGELES CA 900330000,""165 S Clarence St, Los Angeles, CA 90033"",","165 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
15,7428037905,"$38,355",1667 E ANAHEIM ST   LOS ANGELES CA 907440000,L A CITY,"33.7814674,-118.2411346,1667 E ANAHEIM ST   LOS ANGELES CA 907440000,""1667 E Anaheim St, Los Angeles, CA 90744"",","1667 E Anaheim St, Los Angeles, CA 90744",33.78146743774414,-118.24113464355469
14,5172007936,$0,167 S CLARENCE ST   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0460892,-118.2247162,167 S CLARENCE ST   LOS ANGELES CA 900330000,""167 S Clarence St, Los Angeles, CA 90033"",","167 S Clarence St, Los Angeles, CA 90033",34.04608917236328,-118.22471618652344
4,5512007913,"$216,173",167 S GARDNER ST   LOS ANGELES CA 900360000,L A CITY,"34.0716171,-118.3534927,167 S GARDNER ST   LOS ANGELES CA 900360000,""167 S Gardner St, Los Angeles, CA 90036"",","167 S Gardner St, Los Angeles, CA 90036",34.071617126464844,-118.3534927368164
13,5544021910,$0,1672 N WESTERN AVE   LOS ANGELES CA 900270000,LACMTA,"34.1014023,-118.3088226,1672 N WESTERN AVE   LOS ANGELES CA 900270000,""1672 N Western Ave, Los Angeles, CA 90027"",","1672 N Western Ave, Los Angeles, CA 90027",34.101402282714844,-118.30882263183594
13,5544021913,$0,1674 N WESTERN AVE   LOS ANGELES CA 900270000,LACMTA,"34.1011429,-118.3088226,1674 N WESTERN AVE   LOS ANGELES CA 900270000,""1674 N Western Ave, Los Angeles, CA 90027"",","1674 N Western Ave, Los Angeles, CA 90027",34.10114288330078,-118.30882263183594
15,7428037906,"$77,874",1677 E ANAHEIM ST   LOS ANGELES CA 907440000,L A CITY,"33.7814789,-118.2409821,1677 E ANAHEIM ST   LOS ANGELES CA 907440000,""1677 E Anaheim St, Los Angeles, CA 90744"",","1677 E Anaheim St, Los Angeles, CA 90744",33.78147888183594,-118.24098205566406
5,2259005905,"$228,371",16825   MOORPARK ST   LOS ANGELES CA 914360000,L A CITY,"34.1609993,-118.5002594,16825   MOORPARK ST   LOS ANGELES CA 914360000,""16825 Moorpark St, Los Angeles, CA 91436"",","16825 Moorpark St, Los Angeles, CA 91436",34.1609992980957,-118.50025939941406
5,2259005902,"$81,955",16831   MOORPARK ST   LOS ANGELES CA 914360000,L A CITY,"34.1609993,-118.5004425,16831   MOORPARK ST   LOS ANGELES CA 914360000,""16831 Moorpark St, Los Angeles, CA 91436"",","16831 Moorpark St, Los Angeles, CA 91436",34.1609992980957,-118.50044250488281
5,2259005900,"$180,099",16837   MOORPARK ST   LOS ANGELES CA 914360000,L A CITY,"34.1609993,-118.5006256,16837   MOORPARK ST   LOS ANGELES CA 914360000,""16837 Moorpark St, Los Angeles, CA 91436"",","16837 Moorpark St, Los Angeles, CA 91436",34.1609992980957,-118.50062561035156
